stability_id,entry_id,formation_energy_per_atom,energy_above_hull,is_stable,band_gap
stab_oqmd_20081,oqmd_20081,,0.2104405250000005,f,0.331
stab_oqmd_20082,oqmd_20082,-0.233698981249999,0.009097694547317209,f,0
stab_oqmd_20083,oqmd_20083,-0.248991261712799,0,t,0
stab_oqmd_2012589,oqmd_2012589,,0.00010051666666655024,t,0
stab_oqmd_2012590,oqmd_2012590,-1.9917821370066786,0.31834067249999976,f,0
stab_oqmd_2012591,oqmd_2012591,-1.7612696100000003,0.23881182166666637,f,0
stab_oqmd_2013280,oqmd_2013280,,0.3257794550000035,f,0
stab_oqmd_2013669,oqmd_2013669,,0.01309873499999981,f,0
stab_oqmd_2013938,oqmd_2013938,-0.5867053820467536,0.6257518299999965,f,0
stab_oqmd_2013956,oqmd_2013956,1.5842438523282478,1.5842438523282478,f,0
stab_oqmd_2013968,oqmd_2013968,,0.6672392068750002,f,0
stab_oqmd_2013976,oqmd_2013976,,2.2295670675,f,0
stab_oqmd_2013978,oqmd_2013978,,1.9738654762500003,f,0
stab_oqmd_2013998,oqmd_2013998,,0.9243797323282474,f,0
stab_oqmd_2014097,oqmd_2014097,,0.000293235000000891,t,0
stab_oqmd_2014098,oqmd_2014098,-0.9593109595648848,0.8549716150000002,f,0
stab_oqmd_2014102,oqmd_2014102,-0.8629032201717539,1.0099267699999999,f,0
stab_oqmd_2014104,oqmd_2014104,-0.5894990876717525,0.6634067849999974,f,0
stab_oqmd_2014106,oqmd_2014106,-0.5313651976717537,0.6472560499999962,f,0
stab_oqmd_2014108,oqmd_2014108,-0.4588693276717546,0.8228918999999955,f,0
stab_oqmd_2014212,oqmd_2014212,,0.00041504000000003316,t,0
stab_oqmd_2014220,oqmd_2014220,-1.4652008266666652,0.127585148333333,f,0
stab_oqmd_2014221,oqmd_2014221,-1.8797339957566788,0.27718168,f,0
stab_oqmd_2014222,oqmd_2014222,-1.65665450875,0.19308520333333412,f,0
stab_oqmd_2014223,oqmd_2014223,-1.3675919454166654,0.08889036500000014,f,0
stab_oqmd_2014224,oqmd_2014224,-2.217354492006678,0.2529802050000023,f,1.2719999999999998
stab_oqmd_2014225,oqmd_2014225,-1.9603842250000003,0.24650016999999957,f,0.9779999999999998
stab_oqmd_2014422,oqmd_2014422,,1.709632272287088,f,0
stab_oqmd_2014423,oqmd_2014423,,1.9625756326677855,f,0
stab_oqmd_2014542,oqmd_2014542,-1.1945727119799683,0.5594653699999999,f,0
stab_oqmd_2014545,oqmd_2014545,,0.00018089499999973668,t,0
stab_oqmd_2014546,oqmd_2014546,-0.8214155800000009,0.3467249599999995,f,0
stab_oqmd_2014611,oqmd_2014611,-0.6290451524999998,0.059797632500000475,f,0
stab_oqmd_2014613,oqmd_2014613,-0.8915653675000001,0.09558810499999915,f,0
stab_oqmd_2014750,oqmd_2014750,,1.3881603112499992,f,0
stab_oqmd_2014751,oqmd_2014751,,1.4327829462499997,f,0
stab_oqmd_2014753,oqmd_2014753,0.40029337874999804,1.347978431666665,f,0
stab_oqmd_2014754,oqmd_2014754,0.4519951412500003,1.0352635900000013,f,0
stab_oqmd_2014755,oqmd_2014755,0.7804989662500006,0.9061576150000016,f,0
stab_oqmd_2014756,oqmd_2014756,1.0912948787500003,1.1136342018749996,f,0
stab_oqmd_2014757,oqmd_2014757,1.4814929512500008,1.4814929512500008,f,0
stab_oqmd_2014758,oqmd_2014758,1.6715560912500003,1.6715560912500003,f,0
stab_oqmd_2014759,oqmd_2014759,1.99271267625,1.99271267625,f,0
stab_oqmd_2014843,oqmd_2014843,,0.1718497074999965,f,4.641
stab_oqmd_2014895,oqmd_2014895,,1.0491026548282472,f,0
stab_oqmd_2014970,oqmd_2014970,,0,t,0.9500000000000002
stab_oqmd_2014997,oqmd_2014997,,0.675684250000002,f,0
stab_oqmd_2015003,oqmd_2015003,1.2769219773282474,1.2769219773282474,f,0
stab_oqmd_2015164,oqmd_2015164,-0.9102163843384172,0.9383307500000029,f,0
stab_oqmd_2015166,oqmd_2015166,-1.1839393111466334,0.5567194899999965,f,0
stab_oqmd_2015168,oqmd_2015168,-1.0348237441666654,0.49328390499999464,f,0
stab_oqmd_2015170,oqmd_2015170,-0.5807885141666649,0.2771218466666667,f,0
stab_oqmd_2015171,oqmd_2015171,,0.18854039500000042,f,0
stab_oqmd_2015237,oqmd_2015237,-0.7291648612500001,0.2520237449999999,f,0
stab_oqmd_2015244,oqmd_2015244,-1.1914918378133033,0.5494728549999968,f,0
stab_oqmd_2015245,oqmd_2015245,,7.74200000048797e-05,t,0
stab_oqmd_2015246,oqmd_2015246,-1.0478525758333346,0.4878598750000054,f,0
stab_oqmd_2015302,oqmd_2015302,0.6661132998282469,0.7969484511641223,f,0
stab_oqmd_2015345,oqmd_2015345,-0.6141166299999998,3.923500000002633e-05,t,0
stab_oqmd_2015346,oqmd_2015346,0.31471690500000093,0.3768510103106711,f,0
stab_oqmd_2015347,oqmd_2015347,-0.41671771689313175,0.013185931249999783,f,0
stab_oqmd_2015348,oqmd_2015348,-0.06567584999999809,0.13028558250000088,f,0
stab_oqmd_2015349,oqmd_2015349,-0.02702588999999911,0.15267904537778823,f,0
stab_oqmd_2015350,oqmd_2015350,-0.09551611500000057,0.16478630494853758,f,0
stab_oqmd_2015351,oqmd_2015351,0.16409701500000118,0.17347610504689612,f,0
stab_oqmd_2015352,oqmd_2015352,0.2760102050000004,0.3175006252074525,f,0
stab_oqmd_2015353,oqmd_2015353,-0.013243781896550288,0.006371868336738015,f,0
stab_oqmd_2015355,oqmd_2015355,0.14882727500000037,0.17534088850000024,f,0
stab_oqmd_2015402,oqmd_2015402,0.3284297806068679,0.3284297806068679,f,0
stab_oqmd_2015634,oqmd_2015634,0.4530860062500004,0.9613348378898452,f,0
stab_oqmd_2015642,oqmd_2015642,-0.45054737189313165,0,t,0
stab_oqmd_2016169,oqmd_2016169,,0.025800370000000628,f,0
stab_oqmd_2016171,oqmd_2016171,,0.028095787000000427,f,0
stab_oqmd_2016180,oqmd_2016180,-0.32138080250000023,0.08276408000000046,f,0
stab_oqmd_2016195,oqmd_2016195,,0.34134760333333364,f,0
stab_oqmd_2016196,oqmd_2016196,0.26269206967784875,0.3290443533333332,f,0
stab_oqmd_2016199,oqmd_2016199,,0.16569768750000066,f,0
stab_oqmd_2016200,oqmd_2016200,0.290684810603449,0.32799807750000015,f,0
stab_oqmd_2016341,oqmd_2016341,,0.8827042881250002,f,0
stab_oqmd_2016343,oqmd_2016343,,0.48148287749999996,f,0
stab_oqmd_2017405,oqmd_2017405,,5.2460000000031926e-05,t,0
stab_oqmd_2017949,oqmd_2017949,,0.003527448333332739,f,0
stab_oqmd_2018051,oqmd_2018051,-0.2249774999999996,0.04925713300000001,f,0
stab_oqmd_2018128,oqmd_2018128,,0.00042590687500032587,t,1.978
stab_oqmd_2018193,oqmd_2018193,,0.26801932916666704,f,0
stab_oqmd_2019709,oqmd_2019709,-0.6811083151717527,0.7828973949999973,f,0
stab_oqmd_2019865,oqmd_2019865,0.052572112328247655,0.6708373300000012,f,0
stab_oqmd_2019867,oqmd_2019867,0.31666148043169606,0.703167070000001,f,0
stab_oqmd_2019869,oqmd_2019869,0.6221371723282454,0.8510887550000004,f,0
stab_oqmd_2019871,oqmd_2019871,0.8670245973282471,0.8766571249141242,f,0
stab_oqmd_2019873,oqmd_2019873,1.0045573423282468,1.0183431791210937,f,0
stab_oqmd_2019875,oqmd_2019875,1.3009338723282475,1.3009338723282475,f,0
stab_oqmd_2019877,oqmd_2019877,1.0701487123282472,1.0701487123282472,f,0
stab_oqmd_2019925,oqmd_2019925,-0.7974755008333352,0.33766886499999926,f,0
stab_oqmd_2019926,oqmd_2019926,-0.777413289166665,0.3392793049999998,f,0
stab_oqmd_2019927,oqmd_2019927,-0.7561108074999998,0.34029533999999995,f,0
stab_oqmd_2019928,oqmd_2019928,-0.7291155475000002,0.33942995499999995,f,0
stab_oqmd_2020985,oqmd_2020985,-2.186054592522712,0.7602776850000001,f,2.7060000000000004
stab_oqmd_2023377,oqmd_2023377,0.3650063412499991,0.6503280746874996,f,0
stab_oqmd_2023734,oqmd_2023734,,0.0001447799999994004,t,0
stab_oqmd_2023869,oqmd_2023869,-0.11761864450667847,0.31938299700199324,f,0
stab_oqmd_20241,oqmd_20241,,0.40156684628207373,f,0
stab_oqmd_2024177,oqmd_2024177,,0.11874607390791247,f,0
stab_oqmd_20242,oqmd_20242,0.277668577328248,0.7492780762820738,f,0
stab_oqmd_2025608,oqmd_2025608,0.03329612124999981,0.08032434950000011,f,0
stab_oqmd_2027931,oqmd_2027931,,9.957999999876677e-05,t,0
stab_oqmd_20281,oqmd_20281,-1.19455167697997,0.5594864049999981,f,0
stab_oqmd_20282,oqmd_20282,-1.061020095,0.49484068000000114,f,0
stab_oqmd_2029427,oqmd_2029427,,0.15632831500000055,f,0
stab_oqmd_2029479,oqmd_2029479,0.5902784373282461,1.0834091366666663,f,0
stab_oqmd_2029493,oqmd_2029493,-2.7048966779393773,0.491055115,f,2.931
stab_oqmd_2029525,oqmd_2029525,0.13707989500000006,0.13707989500000006,f,0
stab_oqmd_2029544,oqmd_2029544,0.738092670416665,0.738092670416665,f,0
stab_oqmd_2029546,oqmd_2029546,0.698515995416665,0.698515995416665,f,1.5330000000000001
stab_oqmd_2029755,oqmd_2029755,-0.5219261899999998,0.4536751441666671,f,0
stab_oqmd_2029756,oqmd_2029756,,0.5465448391666672,f,0
stab_oqmd_2030022,oqmd_2030022,,1.223509428717238,f,0
stab_oqmd_2030203,oqmd_2030203,,0.3240513300000009,f,0
stab_oqmd_2030303,oqmd_2030303,-0.19873819000000026,0.06565201897892703,f,0
stab_oqmd_2030304,oqmd_2030304,0.06258472541666471,0.08293803006416957,f,0
stab_oqmd_2030306,oqmd_2030306,-0.08849424458333499,0.006083871250000261,f,0
stab_oqmd_2030339,oqmd_2030339,-0.29648971292582393,0.07012170000000006,f,0
stab_oqmd_2030393,oqmd_2030393,0.2815813400000007,0.348076432500001,f,0
stab_oqmd_2030395,oqmd_2030395,-0.3547951249999999,0.10205164874999983,f,0
stab_oqmd_2030400,oqmd_2030400,0.07430391500000155,0.17774414375000136,f,0
stab_oqmd_2030425,oqmd_2030425,,0.33986290249999995,f,0
stab_oqmd_2030450,oqmd_2030450,0.03243551810686718,0.04006504083333281,f,0
stab_oqmd_2030475,oqmd_2030475,-0.7343346739217527,0.8072496749999973,f,0
stab_oqmd_2030478,oqmd_2030478,-0.49349177767175245,0.48540399390625066,f,0
stab_oqmd_2030481,oqmd_2030481,-0.4919956126717535,0.49466916812499817,f,0
stab_oqmd_2030502,oqmd_2030502,0.32747451500000047,0.4016566187042444,f,0
stab_oqmd_2030504,oqmd_2030504,0.3155618199999992,0.4418255119967729,f,0
stab_oqmd_2030839,oqmd_2030839,-0.30289787745791763,0.22970617375000035,f,0.36099999999999977
stab_oqmd_2030842,oqmd_2030842,-0.4812106365595614,0.16176356624999988,f,0.8560000000000001
stab_oqmd_2030890,oqmd_2030890,-0.10351893958333491,0.029940348333333366,f,0
stab_oqmd_2030938,oqmd_2030938,0.020866912500000723,0.2996594057812512,f,0
stab_oqmd_2030940,oqmd_2030940,-0.33716894750000037,0,t,0
stab_oqmd_2031148,oqmd_2031148,-0.14884561499999993,0.07282204500000006,f,0
stab_oqmd_2031194,oqmd_2031194,,0.09062129749999981,f,0
stab_oqmd_2031349,oqmd_2031349,-0.08318534500000041,0.20358425583333367,f,0
stab_oqmd_2031351,oqmd_2031351,0.08237671499999966,0.3610776956751582,f,0
stab_oqmd_2031521,oqmd_2031521,,0.1792058168749997,f,0
stab_oqmd_2031522,oqmd_2031522,-1.7090035428095613,0.39473609187500003,f,0
stab_oqmd_2031531,oqmd_2031531,-0.2692871425000014,0.2764435249999996,f,0
stab_oqmd_2031534,oqmd_2031534,,0.5701644100000004,f,0
stab_oqmd_2031815,oqmd_2031815,0.6771448212500015,0.7639336271528463,f,0
stab_oqmd_2031821,oqmd_2031821,0.6748720712500003,0.7660777700000008,f,0
stab_oqmd_2032446,oqmd_2032446,-0.21553063689313134,0.006787270000000234,f,0
stab_oqmd_2032652,oqmd_2032652,,0.0435052139079124,f,0
stab_oqmd_2032671,oqmd_2032671,0.13758933407439855,0.25221972486379896,f,0
stab_oqmd_2032681,oqmd_2032681,,0.23980988016340288,f,0
stab_oqmd_2032721,oqmd_2032721,-2.8106946970655526,0.10271843499999722,f,7.292
stab_oqmd_2032723,oqmd_2032723,-1.6459013691337419,0.15185422499999812,f,3.257
stab_oqmd_2032725,oqmd_2032725,-2.8165758549913766,0.1574203350000034,f,6.48
stab_oqmd_2032726,oqmd_2032726,-1.2594153416399827,0.15715173999999732,f,2.473
stab_oqmd_2032781,oqmd_2032781,-0.6002019475,0.353651070833334,f,0
stab_oqmd_2032783,oqmd_2032783,,0.5292785508333342,f,0
stab_oqmd_2032785,oqmd_2032785,-0.595163749166665,0.24992384083333297,f,0
stab_oqmd_2032787,oqmd_2032787,,0.45829567583333286,f,0
stab_oqmd_2032907,oqmd_2032907,-0.5683243164217533,0.7431513749999967,f,0
stab_oqmd_2033256,oqmd_2033256,-2.0054565770066786,0.2194936037500015,f,1.5500000000000003
stab_oqmd_2033514,oqmd_2033514,-0.13269208842560065,0.06055564991194218,f,0
stab_oqmd_2033593,oqmd_2033593,,0.019623448907912344,f,0
stab_oqmd_2033964,oqmd_2033964,-0.06925242500000017,0.09321424999999994,f,0
stab_oqmd_2033971,oqmd_2033971,,0.24790372890791268,f,0.36100000000000065
stab_oqmd_2033997,oqmd_2033997,-0.17607086609208755,0.23338459999999944,f,1.0979999999999999
stab_oqmd_2034071,oqmd_2034071,-0.25224704750000004,0.03825636592131876,f,0
stab_oqmd_2034282,oqmd_2034282,-0.5403426600050878,0.8959899950000023,f,0
stab_oqmd_2034284,oqmd_2034284,,0.2868557008963295,f,0
stab_oqmd_2034286,oqmd_2034286,-2.0704455352727127,0.8964440608963287,f,0
stab_oqmd_2034290,oqmd_2034290,-1.4744343193400127,0.3511838099999973,f,0
stab_oqmd_2034294,oqmd_2034294,-1.203413457333335,0.2465412662500004,f,0
stab_oqmd_2034311,oqmd_2034311,,0.5111996474999998,f,0
stab_oqmd_2034318,oqmd_2034318,,0.5353144675000001,f,0
stab_oqmd_2034328,oqmd_2034328,,0.3242355233333296,f,0
stab_oqmd_2034333,oqmd_2034333,,0.4424661649813171,f,0
stab_oqmd_2034376,oqmd_2034376,,0.6632504229977796,f,0
stab_oqmd_2034378,oqmd_2034378,,0.5998861959999989,f,0
stab_oqmd_2034380,oqmd_2034380,,0.8476351537500001,f,0
stab_oqmd_2034443,oqmd_2034443,,0.871986516633037,f,0
stab_oqmd_2034445,oqmd_2034445,,1.0538906520160713,f,0
stab_oqmd_2034447,oqmd_2034447,,0.7751507870497054,f,0
stab_oqmd_2034449,oqmd_2034449,,0.889718841633035,f,0
stab_oqmd_2034451,oqmd_2034451,,0.4330468120833335,f,1.5980000000000008
stab_oqmd_2034453,oqmd_2034453,,0.6339199791330339,f,0
stab_oqmd_2034455,oqmd_2034455,,0.7507912075000027,f,1.354
stab_oqmd_2034457,oqmd_2034457,,0.5765485124999985,f,0
stab_oqmd_2034459,oqmd_2034459,,0.5424270062500005,f,0.5380000000000003
stab_oqmd_2034874,oqmd_2034874,,1.2996648931249997,f,0
stab_oqmd_2034879,oqmd_2034879,,1.018315556250001,f,0.8640000000000003
stab_oqmd_2034884,oqmd_2034884,,1.1946206525000003,f,0
stab_oqmd_2034914,oqmd_2034914,-0.4284102799999996,0.2549252749999994,f,0
stab_oqmd_2034916,oqmd_2034916,-0.636614559999999,0.2786020533333339,f,0
stab_oqmd_2034939,oqmd_2034939,-0.7297996398333355,0.4817985900000046,f,0
stab_oqmd_2034995,oqmd_2034995,-2.2359775948325087,0.5453821450000014,f,0
stab_oqmd_2035313,oqmd_2035313,,0.19782974625000227,f,5.529
stab_oqmd_2035314,oqmd_2035314,,0.5978924462500004,f,0
stab_oqmd_2035434,oqmd_2035434,-0.7422255720066784,0.3918571997997047,f,0
stab_oqmd_2035439,oqmd_2035439,-0.6854203750000001,0.2686529549999974,f,0
stab_oqmd_2035440,oqmd_2035440,,0.3536915549999977,f,0
stab_oqmd_2035444,oqmd_2035444,-0.5521306316666652,0.2304695566666698,f,0
stab_oqmd_2035445,oqmd_2035445,,0.27539015666666955,f,0
stab_oqmd_2035449,oqmd_2035449,,0.4806502412500002,f,0
stab_oqmd_2035455,oqmd_2035455,,0.4691856250000001,f,0
stab_oqmd_2035461,oqmd_2035461,,0.4685613050000003,f,0
stab_oqmd_2035476,oqmd_2035476,0.2542631555200314,0.6052594949999994,f,0
stab_oqmd_2035481,oqmd_2035481,-0.17748580767175337,0.6356886749813171,f,0
stab_oqmd_2035485,oqmd_2035485,1.0656989362499996,1.1031459549999998,f,0
stab_oqmd_2035486,oqmd_2035486,,1.2777321500000005,f,0
stab_oqmd_2035553,oqmd_2035553,-0.7480473424999996,0.13275564916104177,f,0
stab_oqmd_2035556,oqmd_2035556,,0.2503380241610418,f,0
stab_oqmd_2035558,oqmd_2035558,-0.6998071874999998,0.09469173666666664,f,0
stab_oqmd_2035564,oqmd_2035564,,0.24584335666666646,f,0
stab_oqmd_2035567,oqmd_2035567,-0.7368627774999998,0.1059926174985909,f,0
stab_oqmd_2035569,oqmd_2035569,,0.25848306249859065,f,0
stab_oqmd_2035871,oqmd_2035871,-1.9404247470066784,0.3732473700000014,f,1.5089999999999995
stab_oqmd_2035873,oqmd_2035873,-1.7009384350000003,0.34286039999999973,f,0.8570000000000002
stab_oqmd_2036146,oqmd_2036146,0.30162267124999964,0.3021944262499998,f,0
stab_oqmd_2036165,oqmd_2036165,,1.6466646062500003,f,0
stab_oqmd_2036459,oqmd_2036459,0.0596084500000007,0.10676385562500103,f,0
stab_oqmd_2036463,oqmd_2036463,0.02996831500000141,0.12428582625000129,f,0
stab_oqmd_2036467,oqmd_2036467,-0.12077022999999976,0.0001688499999996651,t,0
stab_oqmd_2036471,oqmd_2036471,-0.07241948499999928,0.0025291695833346423,f,0
stab_oqmd_2036475,oqmd_2036475,0.0009003800000009221,0.0063121150000000625,f,0
stab_oqmd_2036479,oqmd_2036479,-0.11629493500000088,0,t,0
stab_oqmd_2036483,oqmd_2036483,-0.03470145000000002,0.022581399999999974,f,0
stab_oqmd_2036487,oqmd_2036487,-0.1944135400000011,0,t,0
stab_oqmd_2036491,oqmd_2036491,-0.10150969000000032,0.004061325000000338,f,0
stab_oqmd_2036495,oqmd_2036495,-0.009953535000001068,0.0001650599999987179,t,0
stab_oqmd_2036678,oqmd_2036678,-0.33619314439655046,0.12805764875000053,f,0
stab_oqmd_2036682,oqmd_2036682,-0.667663674479968,0.39780593000000053,f,0
stab_oqmd_2036722,oqmd_2036722,0.5739777939079125,0.5739777939079125,f,0
stab_oqmd_2036781,oqmd_2036781,0.0968782877449117,0.8153932056103563,f,0
stab_oqmd_2036782,oqmd_2036782,,0.5296238856103563,f,0
stab_oqmd_2036894,oqmd_2036894,-0.4917587025000003,0.022384549999999726,f,0
stab_oqmd_2036995,oqmd_2036995,0.09522400250000018,0.29377326749999977,f,0
stab_oqmd_2036997,oqmd_2036997,,0.1775388324999998,f,0
stab_oqmd_2037001,oqmd_2037001,,0.2664919095833338,f,0
stab_oqmd_2037004,oqmd_2037004,,0.14207703250000048,f,0
stab_oqmd_2037259,oqmd_2037259,-0.4642630444799689,0.3169685750000011,f,0
stab_oqmd_2037377,oqmd_2037377,,0.35295460250000066,f,0
stab_oqmd_2037378,oqmd_2037378,,1.5753208205335287,f,0
stab_oqmd_2037380,oqmd_2037380,1.5231762462499994,1.5756418805335288,f,0
stab_oqmd_2037390,oqmd_2037390,,0.5873891408333329,f,0
stab_oqmd_2037392,oqmd_2037392,0.2542999823282468,0.8121567308333328,f,0
stab_oqmd_2037472,oqmd_2037472,,1.5010000000703627e-05,t,0
stab_oqmd_2037480,oqmd_2037480,,0.7362349637499974,f,0
stab_oqmd_2037503,oqmd_2037503,-1.6349390095066783,0.40117933375000003,f,0
stab_oqmd_2037505,oqmd_2037505,-1.3170490024999992,0.3147141062500003,f,0
stab_oqmd_2037610,oqmd_2037610,0.08114434999999975,0.3686424848585548,f,0
stab_oqmd_2037614,oqmd_2037614,-0.03588608000000093,0.31424083459999985,f,0
stab_oqmd_2037618,oqmd_2037618,0.004743809999999904,0.23969115597576174,f,0
stab_oqmd_2037987,oqmd_2037987,,0.40811646999999973,f,0
stab_oqmd_20394,oqmd_20394,-0.857894510171753,0.937328234999997,f,0
stab_oqmd_20443,oqmd_20443,0.0174154250358414,0.38847064666666664,f,0.182
stab_oqmd_20463,oqmd_20463,-0.122780003333335,6.427500000022457e-05,t,0
stab_oqmd_20464,oqmd_20464,-0.111143110833335,0.00010101499999999597,t,0
stab_oqmd_20465,oqmd_20465,-0.099095619583335,0.000153864999999892,t,0
stab_oqmd_20466,oqmd_20466,-0.0927260883333352,0,t,0
stab_oqmd_20467,oqmd_20467,-0.0665710545833349,0,t,0
stab_oqmd_20522,oqmd_20522,-0.832210132671753,0.5942343149999969,f,0
stab_oqmd_20565,oqmd_20565,,0.449322805000001,f,0
stab_oqmd_20574,oqmd_20574,0.2795264458502,0.4179959966666662,f,0
stab_oqmd_20674,oqmd_20674,0.0846694534051737,0.10332608685344931,f,0
stab_oqmd_20684,oqmd_20684,-0.932217242939378,0.717588334999999,f,0
stab_oqmd_20721,oqmd_20721,-0.2439484175,0.01608169875000029,f,0
stab_oqmd_20742,oqmd_20742,,1.22334989732825,f,0
stab_oqmd_20744,oqmd_20744,,1.27911776732825,f,0
stab_oqmd_20780,oqmd_20780,-1.99590076700668,0.29928412000000004,f,1.874
stab_oqmd_20817,oqmd_20817,,0.000362433750000668,t,0
stab_oqmd_20836,oqmd_20836,-0.89030803,0.486505195,f,0
stab_oqmd_20837,oqmd_20837,-0.6130843,0.3302488499999999,f,0
stab_oqmd_20917,oqmd_20917,,0.18413287,f,0
stab_oqmd_20918,oqmd_20918,0.10952802,0.10952802,f,0
stab_oqmd_20929,oqmd_20929,-0.331671410000001,0.00011611999999960876,t,0
stab_oqmd_21306,oqmd_21306,-0.928840277671752,0.957537214999998,f,0
stab_oqmd_21307,oqmd_21307,-1.17513798447997,0.5628835399999998,f,0
stab_oqmd_21308,oqmd_21308,-1.0203288675,0.49802127500000015,f,0
stab_oqmd_21315,oqmd_21315,-0.1433416,0.1389778425,f,0
stab_oqmd_21316,oqmd_21316,-0.385348408446566,0.03258294250000032,f,0
stab_oqmd_21322,oqmd_21322,,0.817295957328247,f,0
stab_oqmd_21323,oqmd_21323,,0.840573497328246,f,0
stab_oqmd_21324,oqmd_21324,,1.48883148357825,f,0
stab_oqmd_21325,oqmd_21325,,1.45457860732825,f,0
stab_oqmd_21326,oqmd_21326,,1.37713711732825,f,0
stab_oqmd_21327,oqmd_21327,,1.57789847232825,f,0
stab_oqmd_21386,oqmd_21386,,0.06793997249999995,f,0.596
stab_oqmd_21388,oqmd_21388,,0.013067956282072801,f,0
stab_oqmd_21407,oqmd_21407,-0.632338841421753,0.7611675049999971,f,0
stab_oqmd_21450,oqmd_21450,,0.26038945420034015,f,0
stab_oqmd_21451,oqmd_21451,,0.3772445017003395,f,0
stab_oqmd_21452,oqmd_21452,0.144658812499999,0.5295237167003392,f,0
stab_oqmd_21497,oqmd_21497,,4.7684999999964006e-05,t,0
stab_oqmd_21509,oqmd_21509,,1.03261193732825,f,0
stab_oqmd_21510,oqmd_21510,1.41149625232825,1.41149625232825,f,0
stab_oqmd_21563,oqmd_21563,,0.1655340884654244,f,0
stab_oqmd_21570,oqmd_21570,,0.10557706499999986,f,0
stab_oqmd_22045,oqmd_22045,,0.030022502656250172,f,2.483
stab_oqmd_22221,oqmd_22221,,1.1072564512500003,f,0
stab_oqmd_22242,oqmd_22242,-0.988540790171752,1.032536239999998,f,0
stab_oqmd_22243,oqmd_22243,-1.05654787697997,0.562526055,f,0
stab_oqmd_22245,oqmd_22245,-0.0775903750000002,0.00927139374999976,f,0
stab_oqmd_22246,oqmd_22246,-0.0539886024999996,0.002142258750000174,f,0
stab_oqmd_22256,oqmd_22256,,0.92446982875,f,0
stab_oqmd_22262,oqmd_22262,0.389169148750001,0.8410965344476705,f,0
stab_oqmd_22263,oqmd_22263,,0.3572842833333344,f,0
stab_oqmd_22264,oqmd_22264,0.56832462375,0.8894485483333343,f,0
stab_oqmd_22281,oqmd_22281,,1.47517076125,f,0
stab_oqmd_22284,oqmd_22284,0.41684113625,1.228850269999999,f,0
stab_oqmd_22285,oqmd_22285,-0.898906637671752,0.8865630099999997,f,0
stab_oqmd_22287,oqmd_22287,-0.0655237223333351,0.1616636450833332,f,0
stab_oqmd_22298,oqmd_22298,-2.52621002293938,0.4194085300000001,f,2.792
stab_oqmd_22304,oqmd_22304,,1.0136864751760577,f,0
stab_oqmd_22305,oqmd_22305,1.07070224482825,1.1288141901760607,f,0
stab_oqmd_22369,oqmd_22369,,1.08092071125,f,0
stab_oqmd_22370,oqmd_22370,,1.48466575125,f,0
stab_oqmd_22409,oqmd_22409,-0.177886805,0.011023996250000001,f,0
stab_oqmd_22410,oqmd_22410,-0.126312169999999,0.0003496100000009994,t,0
stab_oqmd_22431,oqmd_22431,,0.1694546736641226,f,0
stab_oqmd_22433,oqmd_22433,,0.5783247811641224,f,0
stab_oqmd_22454,oqmd_22454,,0.47455713979970504,f,0
stab_oqmd_22455,oqmd_22455,,0.545065489999998,f,0
stab_oqmd_22456,oqmd_22456,,0.645457258333332,f,0
stab_oqmd_22472,oqmd_22472,,0.7432248316666671,f,0
stab_oqmd_22474,oqmd_22474,,1.27094250375,f,0
stab_oqmd_22476,oqmd_22476,,1.2495949928244,f,0
stab_oqmd_22530,oqmd_22530,-0.254072658333335,0.004450280000000195,f,0
stab_oqmd_22533,oqmd_22533,,0.4103822399141241,f,0
stab_oqmd_23395,oqmd_23395,-0.442734499999999,0.023573395000000996,f,0
stab_oqmd_23862,oqmd_23862,-0.0879823065179117,0.1606720450000003,f,1.313
stab_oqmd_2577,oqmd_2577,,0.0003888750000022867,t,4.975
stab_oqmd_2578,oqmd_2578,,0.00218324000000214,f,0.423
stab_oqmd_2579,oqmd_2579,,0.4255374741666671,f,0
stab_oqmd_2580,oqmd_2580,,0.0021408199999999322,f,2.62
stab_oqmd_27476,oqmd_27476,-0.25927092375,0.053167855937193864,f,0
stab_oqmd_27631,oqmd_27631,0.0123437043749997,0.03703386710547107,f,0
stab_oqmd_27979,oqmd_27979,-0.4605782375,0.027378616249999987,f,0
stab_oqmd_28016,oqmd_28016,,0.0454491724999997,f,0
stab_oqmd_28037,oqmd_28037,,5.697999999987324e-05,t,0
stab_oqmd_28054,oqmd_28054,,0.1982281399999999,f,0
stab_oqmd_28120,oqmd_28120,-1.1127584225,0.2857034300000001,f,0
stab_oqmd_28662,oqmd_28662,-1.62319180666667,0.167741442499995,f,0.894
stab_oqmd_28716,oqmd_28716,,0.0902517075000002,f,0
stab_oqmd_28742,oqmd_28742,,0.186949135603451,f,0
stab_oqmd_28939,oqmd_28939,,2.10097285375,f,0
stab_oqmd_29003,oqmd_29003,-0.33306865,0,t,0
stab_oqmd_29007,oqmd_29007,-0.3049486225,0.0012793550000000375,f,0
stab_oqmd_29013,oqmd_29013,-0.3266697025,0.0009254925000002356,t,0
stab_oqmd_29020,oqmd_29020,-0.32598958375,9.601500000000485e-05,t,0
stab_oqmd_29026,oqmd_29026,,0.1328656210000002,f,0.372
stab_oqmd_29029,oqmd_29029,-0.2991201275,0.003328724999999977,f,0
stab_oqmd_29034,oqmd_29034,-0.32479649375,0.0002657499999999535,t,0
