calculation_id,entry_id,method,functional,calculation_type
calc_oqmd_2034939,oqmd_2034939,DFT,GGA,static
calc_oqmd_2034995,oqmd_2034995,DFT,GGA,static
calc_oqmd_2035313,oqmd_2035313,DFT,GGA,static
calc_oqmd_2035314,oqmd_2035314,DFT,GGA,static
calc_oqmd_2035434,oqmd_2035434,DFT,GGA,static
calc_oqmd_2035439,oqmd_2035439,DFT,GGA,static
calc_oqmd_2035440,oqmd_2035440,DFT,GGA,static
calc_oqmd_2035444,oqmd_2035444,DFT,GGA,static
calc_oqmd_2035445,oqmd_2035445,DFT,GGA,static
calc_oqmd_2035449,oqmd_2035449,DFT,GGA,static
calc_oqmd_2035455,oqmd_2035455,DFT,GGA,static
calc_oqmd_2035461,oqmd_2035461,DFT,GGA,static
calc_oqmd_2035476,oqmd_2035476,DFT,GGA,static
calc_oqmd_2035481,oqmd_2035481,DFT,GGA,static
calc_oqmd_2035485,oqmd_2035485,DFT,GGA,static
calc_oqmd_2035486,oqmd_2035486,DFT,GGA,static
calc_oqmd_2035553,oqmd_2035553,DFT,GGA,static
calc_oqmd_2035556,oqmd_2035556,DFT,GGA,static
calc_oqmd_2035558,oqmd_2035558,DFT,GGA,static
calc_oqmd_2035564,oqmd_2035564,DFT,GGA,static
calc_oqmd_2035567,oqmd_2035567,DFT,GGA,static
calc_oqmd_2035569,oqmd_2035569,DFT,GGA,static
calc_oqmd_2035871,oqmd_2035871,DFT,GGA,static
calc_oqmd_2035873,oqmd_2035873,DFT,GGA,static
calc_oqmd_2036146,oqmd_2036146,DFT,GGA,static
calc_oqmd_2036165,oqmd_2036165,DFT,GGA,static
calc_oqmd_2036459,oqmd_2036459,DFT,GGA,static
calc_oqmd_2036463,oqmd_2036463,DFT,GGA,static
calc_oqmd_2036467,oqmd_2036467,DFT,GGA,static
calc_oqmd_2036471,oqmd_2036471,DFT,GGA,static
calc_oqmd_2036475,oqmd_2036475,DFT,GGA,static
calc_oqmd_2036479,oqmd_2036479,DFT,GGA,static
calc_oqmd_2036483,oqmd_2036483,DFT,GGA,static
calc_oqmd_2036487,oqmd_2036487,DFT,GGA,static
calc_oqmd_2036491,oqmd_2036491,DFT,GGA,static
calc_oqmd_2036495,oqmd_2036495,DFT,GGA,static
calc_oqmd_2036678,oqmd_2036678,DFT,GGA,static
calc_oqmd_2036682,oqmd_2036682,DFT,GGA,static
calc_oqmd_2036722,oqmd_2036722,DFT,GGA,static
calc_oqmd_2036781,oqmd_2036781,DFT,GGA,static
calc_oqmd_2036782,oqmd_2036782,DFT,GGA,static
calc_oqmd_2036894,oqmd_2036894,DFT,GGA,static
calc_oqmd_2036995,oqmd_2036995,DFT,GGA,static
calc_oqmd_2036997,oqmd_2036997,DFT,GGA,static
calc_oqmd_2037001,oqmd_2037001,DFT,GGA,static
calc_oqmd_2037004,oqmd_2037004,DFT,GGA,static
calc_oqmd_2037259,oqmd_2037259,DFT,GGA,static
calc_oqmd_2037377,oqmd_2037377,DFT,GGA,static
calc_oqmd_2037378,oqmd_2037378,DFT,GGA,static
calc_oqmd_2037380,oqmd_2037380,DFT,GGA,static
calc_oqmd_2037390,oqmd_2037390,DFT,GGA,static
calc_oqmd_2037392,oqmd_2037392,DFT,GGA,static
calc_oqmd_2037472,oqmd_2037472,DFT,GGA,static
calc_oqmd_2037480,oqmd_2037480,DFT,GGA,static
calc_oqmd_2037503,oqmd_2037503,DFT,GGA,static
calc_oqmd_2037505,oqmd_2037505,DFT,GGA,static
calc_oqmd_2037610,oqmd_2037610,DFT,GGA,static
calc_oqmd_2037614,oqmd_2037614,DFT,GGA,static
calc_oqmd_2037618,oqmd_2037618,DFT,GGA,static
calc_oqmd_2037987,oqmd_2037987,DFT,GGA,static
calc_oqmd_20394,oqmd_20394,DFT,GGA,static
calc_oqmd_20443,oqmd_20443,DFT,GGA,static
calc_oqmd_20463,oqmd_20463,DFT,GGA,static
calc_oqmd_20464,oqmd_20464,DFT,GGA,static
calc_oqmd_20465,oqmd_20465,DFT,GGA,static
calc_oqmd_20466,oqmd_20466,DFT,GGA,static
calc_oqmd_20467,oqmd_20467,DFT,GGA,static
calc_oqmd_20522,oqmd_20522,DFT,GGA,static
calc_oqmd_20565,oqmd_20565,DFT,GGA,static
calc_oqmd_20574,oqmd_20574,DFT,GGA,static
calc_oqmd_20674,oqmd_20674,DFT,GGA,static
calc_oqmd_20684,oqmd_20684,DFT,GGA,static
calc_oqmd_20721,oqmd_20721,DFT,GGA,static
calc_oqmd_20742,oqmd_20742,DFT,GGA,static
calc_oqmd_20744,oqmd_20744,DFT,GGA,static
calc_oqmd_20780,oqmd_20780,DFT,GGA,static
calc_oqmd_20817,oqmd_20817,DFT,GGA,static
calc_oqmd_20836,oqmd_20836,DFT,GGA,static
calc_oqmd_20837,oqmd_20837,DFT,GGA,static
calc_oqmd_20917,oqmd_20917,DFT,GGA,static
calc_oqmd_20918,oqmd_20918,DFT,GGA,static
calc_oqmd_20929,oqmd_20929,DFT,GGA,static
calc_oqmd_21306,oqmd_21306,DFT,GGA,static
calc_oqmd_21307,oqmd_21307,DFT,GGA,static
calc_oqmd_21308,oqmd_21308,DFT,GGA,static
calc_oqmd_21315,oqmd_21315,DFT,GGA,static
calc_oqmd_21316,oqmd_21316,DFT,GGA,static
calc_oqmd_21322,oqmd_21322,DFT,GGA,static
calc_oqmd_21323,oqmd_21323,DFT,GGA,static
calc_oqmd_21324,oqmd_21324,DFT,GGA,static
calc_oqmd_21325,oqmd_21325,DFT,GGA,static
calc_oqmd_21326,oqmd_21326,DFT,GGA,static
calc_oqmd_21327,oqmd_21327,DFT,GGA,static
calc_oqmd_21386,oqmd_21386,DFT,GGA,static
calc_oqmd_21388,oqmd_21388,DFT,GGA,static
calc_oqmd_21407,oqmd_21407,DFT,GGA,static
calc_oqmd_21450,oqmd_21450,DFT,GGA,static
calc_oqmd_21451,oqmd_21451,DFT,GGA,static
calc_oqmd_21452,oqmd_21452,DFT,GGA,static
calc_oqmd_21497,oqmd_21497,DFT,GGA,static
calc_oqmd_21509,oqmd_21509,DFT,GGA,static
calc_oqmd_21510,oqmd_21510,DFT,GGA,static
calc_oqmd_21563,oqmd_21563,DFT,GGA,static
calc_oqmd_21570,oqmd_21570,DFT,GGA,static
calc_oqmd_22045,oqmd_22045,DFT,GGA,static
calc_oqmd_22221,oqmd_22221,DFT,GGA,static
calc_oqmd_22242,oqmd_22242,DFT,GGA,static
calc_oqmd_22243,oqmd_22243,DFT,GGA,static
calc_oqmd_22245,oqmd_22245,DFT,GGA,static
calc_oqmd_22246,oqmd_22246,DFT,GGA,static
calc_oqmd_22256,oqmd_22256,DFT,GGA,static
calc_oqmd_22262,oqmd_22262,DFT,GGA,static
calc_oqmd_22263,oqmd_22263,DFT,GGA,static
calc_oqmd_22264,oqmd_22264,DFT,GGA,static
calc_oqmd_22281,oqmd_22281,DFT,GGA,static
calc_oqmd_22284,oqmd_22284,DFT,GGA,static
calc_oqmd_22285,oqmd_22285,DFT,GGA,static
calc_oqmd_22287,oqmd_22287,DFT,GGA,static
calc_oqmd_22298,oqmd_22298,DFT,GGA,static
calc_oqmd_22304,oqmd_22304,DFT,GGA,static
calc_oqmd_22305,oqmd_22305,DFT,GGA,static
calc_oqmd_22369,oqmd_22369,DFT,GGA,static
calc_oqmd_22370,oqmd_22370,DFT,GGA,static
calc_oqmd_22409,oqmd_22409,DFT,GGA,static
calc_oqmd_22410,oqmd_22410,DFT,GGA,static
calc_oqmd_22431,oqmd_22431,DFT,GGA,static
calc_oqmd_22433,oqmd_22433,DFT,GGA,static
calc_oqmd_22454,oqmd_22454,DFT,GGA,static
calc_oqmd_22455,oqmd_22455,DFT,GGA,static
calc_oqmd_22456,oqmd_22456,DFT,GGA,static
calc_oqmd_22472,oqmd_22472,DFT,GGA,static
calc_oqmd_22474,oqmd_22474,DFT,GGA,static
calc_oqmd_22476,oqmd_22476,DFT,GGA,static
calc_oqmd_22530,oqmd_22530,DFT,GGA,static
calc_oqmd_22533,oqmd_22533,DFT,GGA,static
calc_oqmd_23395,oqmd_23395,DFT,GGA,static
calc_oqmd_23862,oqmd_23862,DFT,GGA,static
calc_oqmd_2577,oqmd_2577,DFT,GGA,static
calc_oqmd_2578,oqmd_2578,DFT,GGA,static
calc_oqmd_2579,oqmd_2579,DFT,GGA,static
calc_oqmd_2580,oqmd_2580,DFT,GGA,static
calc_oqmd_27476,oqmd_27476,DFT,GGA,static
calc_oqmd_27631,oqmd_27631,DFT,GGA,static
calc_oqmd_27979,oqmd_27979,DFT,GGA,static
calc_oqmd_28016,oqmd_28016,DFT,GGA,static
calc_oqmd_28037,oqmd_28037,DFT,GGA,static
calc_oqmd_28054,oqmd_28054,DFT,GGA,static
calc_oqmd_28120,oqmd_28120,DFT,GGA,static
calc_oqmd_28662,oqmd_28662,DFT,GGA,static
calc_oqmd_28716,oqmd_28716,DFT,GGA,static
calc_oqmd_28742,oqmd_28742,DFT,GGA,static
calc_oqmd_28939,oqmd_28939,DFT,GGA,static
calc_oqmd_29003,oqmd_29003,DFT,GGA,static
calc_oqmd_29007,oqmd_29007,DFT,GGA,static
calc_oqmd_29013,oqmd_29013,DFT,GGA,static
calc_oqmd_29020,oqmd_29020,DFT,GGA,static
calc_oqmd_29026,oqmd_29026,DFT,GGA,static
calc_oqmd_29029,oqmd_29029,DFT,GGA,static
calc_oqmd_29034,oqmd_29034,DFT,GGA,static
calc_oqmd_29039,oqmd_29039,DFT,GGA,static
calc_oqmd_29043,oqmd_29043,DFT,GGA,static
calc_oqmd_29044,oqmd_29044,DFT,GGA,static
calc_oqmd_29100,oqmd_29100,DFT,GGA,static
calc_oqmd_29103,oqmd_29103,DFT,GGA,static
calc_oqmd_29152,oqmd_29152,DFT,GGA,static
calc_oqmd_29167,oqmd_29167,DFT,GGA,static
calc_oqmd_29193,oqmd_29193,DFT,GGA,static
calc_oqmd_29195,oqmd_29195,DFT,GGA,static
calc_oqmd_29197,oqmd_29197,DFT,GGA,static
calc_oqmd_29199,oqmd_29199,DFT,GGA,static
calc_oqmd_29201,oqmd_29201,DFT,GGA,static
calc_oqmd_29359,oqmd_29359,DFT,GGA,static
calc_oqmd_29468,oqmd_29468,DFT,GGA,static
calc_oqmd_29521,oqmd_29521,DFT,GGA,static
calc_oqmd_29537,oqmd_29537,DFT,GGA,static
calc_oqmd_29551,oqmd_29551,DFT,GGA,static
calc_oqmd_29555,oqmd_29555,DFT,GGA,static
calc_oqmd_29575,oqmd_29575,DFT,GGA,static
calc_oqmd_29642,oqmd_29642,DFT,GGA,static
calc_oqmd_29686,oqmd_29686,DFT,GGA,static
calc_oqmd_29766,oqmd_29766,DFT,GGA,static
calc_oqmd_29784,oqmd_29784,DFT,GGA,static
calc_oqmd_29804,oqmd_29804,DFT,GGA,static
calc_oqmd_29816,oqmd_29816,DFT,GGA,static
calc_oqmd_29826,oqmd_29826,DFT,GGA,static
calc_oqmd_29834,oqmd_29834,DFT,GGA,static
calc_oqmd_29867,oqmd_29867,DFT,GGA,static
calc_oqmd_29868,oqmd_29868,DFT,GGA,static
calc_oqmd_29905,oqmd_29905,DFT,GGA,static
calc_oqmd_29914,oqmd_29914,DFT,GGA,static
calc_oqmd_29922,oqmd_29922,DFT,GGA,static
calc_oqmd_29948,oqmd_29948,DFT,GGA,static
calc_oqmd_29957,oqmd_29957,DFT,GGA,static
calc_oqmd_29969,oqmd_29969,DFT,GGA,static
calc_oqmd_29989,oqmd_29989,DFT,GGA,static
calc_oqmd_30000,oqmd_30000,DFT,GGA,static
calc_oqmd_30004,oqmd_30004,DFT,GGA,static
calc_oqmd_30025,oqmd_30025,DFT,GGA,static
calc_oqmd_30031,oqmd_30031,DFT,GGA,static
calc_oqmd_30040,oqmd_30040,DFT,GGA,static
calc_oqmd_30058,oqmd_30058,DFT,GGA,static
calc_oqmd_30060,oqmd_30060,DFT,GGA,static
calc_oqmd_30061,oqmd_30061,DFT,GGA,static
calc_oqmd_30065,oqmd_30065,DFT,GGA,static
calc_oqmd_30067,oqmd_30067,DFT,GGA,static
calc_oqmd_30123,oqmd_30123,DFT,GGA,static
calc_oqmd_30129,oqmd_30129,DFT,GGA,static
calc_oqmd_30151,oqmd_30151,DFT,GGA,static
calc_oqmd_30152,oqmd_30152,DFT,GGA,static
calc_oqmd_30156,oqmd_30156,DFT,GGA,static
calc_oqmd_30161,oqmd_30161,DFT,GGA,static
calc_oqmd_30235,oqmd_30235,DFT,GGA,static
calc_oqmd_30238,oqmd_30238,DFT,GGA,static
calc_oqmd_30264,oqmd_30264,DFT,GGA,static
calc_oqmd_30308,oqmd_30308,DFT,GGA,static
calc_oqmd_30309,oqmd_30309,DFT,GGA,static
calc_oqmd_30332,oqmd_30332,DFT,GGA,static
calc_oqmd_30346,oqmd_30346,DFT,GGA,static
calc_oqmd_30363,oqmd_30363,DFT,GGA,static
calc_oqmd_30376,oqmd_30376,DFT,GGA,static
calc_oqmd_30377,oqmd_30377,DFT,GGA,static
calc_oqmd_30380,oqmd_30380,DFT,GGA,static
calc_oqmd_30398,oqmd_30398,DFT,GGA,static
calc_oqmd_30405,oqmd_30405,DFT,GGA,static
calc_oqmd_30411,oqmd_30411,DFT,GGA,static
calc_oqmd_30413,oqmd_30413,DFT,GGA,static
calc_oqmd_30414,oqmd_30414,DFT,GGA,static
calc_oqmd_30415,oqmd_30415,DFT,GGA,static
calc_oqmd_30421,oqmd_30421,DFT,GGA,static
calc_oqmd_30423,oqmd_30423,DFT,GGA,static
calc_oqmd_30424,oqmd_30424,DFT,GGA,static
calc_oqmd_30426,oqmd_30426,DFT,GGA,static
calc_oqmd_30434,oqmd_30434,DFT,GGA,static
calc_oqmd_30508,oqmd_30508,DFT,GGA,static
calc_oqmd_30778,oqmd_30778,DFT,GGA,static
calc_oqmd_30819,oqmd_30819,DFT,GGA,static
calc_oqmd_30964,oqmd_30964,DFT,GGA,static
calc_oqmd_30987,oqmd_30987,DFT,GGA,static
calc_oqmd_30998,oqmd_30998,DFT,GGA,static
calc_oqmd_31001,oqmd_31001,DFT,GGA,static
calc_oqmd_31032,oqmd_31032,DFT,GGA,static
calc_oqmd_31062,oqmd_31062,DFT,GGA,static
calc_oqmd_31121,oqmd_31121,DFT,GGA,static
calc_oqmd_31126,oqmd_31126,DFT,GGA,static
calc_oqmd_31226,oqmd_31226,DFT,GGA,static
calc_oqmd_31227,oqmd_31227,DFT,GGA,static
calc_oqmd_31231,oqmd_31231,DFT,GGA,static
calc_oqmd_31240,oqmd_31240,DFT,GGA,static
calc_oqmd_31332,oqmd_31332,DFT,GGA,static
calc_oqmd_3649,oqmd_3649,DFT,GGA,static
calc_oqmd_3678,oqmd_3678,DFT,GGA,static
calc_oqmd_3679,oqmd_3679,DFT,GGA,static
calc_oqmd_3682,oqmd_3682,DFT,GGA,static
calc_oqmd_3683,oqmd_3683,DFT,GGA,static
calc_oqmd_3684,oqmd_3684,DFT,GGA,static
calc_oqmd_3685,oqmd_3685,DFT,GGA,static
calc_oqmd_3686,oqmd_3686,DFT,GGA,static
calc_oqmd_3735,oqmd_3735,DFT,GGA,static
calc_oqmd_4108,oqmd_4108,DFT,GGA,static
calc_oqmd_4109,oqmd_4109,DFT,GGA,static
calc_oqmd_4110,oqmd_4110,DFT,GGA,static
calc_oqmd_4111,oqmd_4111,DFT,GGA,static
calc_oqmd_4138,oqmd_4138,DFT,GGA,static
calc_oqmd_4149,oqmd_4149,DFT,GGA,static
calc_oqmd_4150,oqmd_4150,DFT,GGA,static
calc_oqmd_4151,oqmd_4151,DFT,GGA,static
calc_oqmd_4163,oqmd_4163,DFT,GGA,static
calc_oqmd_4466,oqmd_4466,DFT,GGA,static
calc_oqmd_4567,oqmd_4567,DFT,GGA,static
calc_oqmd_4568,oqmd_4568,DFT,GGA,static
calc_oqmd_4570,oqmd_4570,DFT,GGA,static
calc_oqmd_4578,oqmd_4578,DFT,GGA,static
calc_oqmd_4612,oqmd_4612,DFT,GGA,static
calc_oqmd_4671,oqmd_4671,DFT,GGA,static
calc_oqmd_4707,oqmd_4707,DFT,GGA,static
calc_oqmd_4949,oqmd_4949,DFT,GGA,static
calc_oqmd_5065,oqmd_5065,DFT,GGA,static
calc_oqmd_5081,oqmd_5081,DFT,GGA,static
calc_oqmd_50960,oqmd_50960,DFT,GGA,static
calc_oqmd_51007,oqmd_51007,DFT,GGA,static
calc_oqmd_51072,oqmd_51072,DFT,GGA,static
calc_oqmd_51174,oqmd_51174,DFT,GGA,static
calc_oqmd_51180,oqmd_51180,DFT,GGA,static
calc_oqmd_5151,oqmd_5151,DFT,GGA,static
calc_oqmd_5166,oqmd_5166,DFT,GGA,static
calc_oqmd_5176,oqmd_5176,DFT,GGA,static
calc_oqmd_5177,oqmd_5177,DFT,GGA,static
calc_oqmd_51779,oqmd_51779,DFT,GGA,static
calc_oqmd_5178,oqmd_5178,DFT,GGA,static
calc_oqmd_5179,oqmd_5179,DFT,GGA,static
calc_oqmd_5180,oqmd_5180,DFT,GGA,static
calc_oqmd_5181,oqmd_5181,DFT,GGA,static
calc_oqmd_5182,oqmd_5182,DFT,GGA,static
calc_oqmd_5183,oqmd_5183,DFT,GGA,static
calc_oqmd_51839,oqmd_51839,DFT,GGA,static
calc_oqmd_51840,oqmd_51840,DFT,GGA,static
calc_oqmd_52046,oqmd_52046,DFT,GGA,static
calc_oqmd_52059,oqmd_52059,DFT,GGA,static
calc_oqmd_52061,oqmd_52061,DFT,GGA,static
calc_oqmd_5216,oqmd_5216,DFT,GGA,static
calc_oqmd_5236,oqmd_5236,DFT,GGA,static
calc_oqmd_5237,oqmd_5237,DFT,GGA,static
calc_oqmd_5238,oqmd_5238,DFT,GGA,static
calc_oqmd_5239,oqmd_5239,DFT,GGA,static
calc_oqmd_52394,oqmd_52394,DFT,GGA,static
calc_oqmd_5240,oqmd_5240,DFT,GGA,static
calc_oqmd_5241,oqmd_5241,DFT,GGA,static
calc_oqmd_5242,oqmd_5242,DFT,GGA,static
calc_oqmd_52896,oqmd_52896,DFT,GGA,static
calc_oqmd_53881,oqmd_53881,DFT,GGA,static
calc_oqmd_5404,oqmd_5404,DFT,GGA,static
calc_oqmd_5426,oqmd_5426,DFT,GGA,static
calc_oqmd_5427,oqmd_5427,DFT,GGA,static
calc_oqmd_54404,oqmd_54404,DFT,GGA,static
calc_oqmd_54708,oqmd_54708,DFT,GGA,static
calc_oqmd_54942,oqmd_54942,DFT,GGA,static
calc_oqmd_54987,oqmd_54987,DFT,GGA,static
calc_oqmd_55003,oqmd_55003,DFT,GGA,static
calc_oqmd_55028,oqmd_55028,DFT,GGA,static
calc_oqmd_55055,oqmd_55055,DFT,GGA,static
calc_oqmd_55142,oqmd_55142,DFT,GGA,static
calc_oqmd_55205,oqmd_55205,DFT,GGA,static
calc_oqmd_55227,oqmd_55227,DFT,GGA,static
calc_oqmd_55278,oqmd_55278,DFT,GGA,static
calc_oqmd_55518,oqmd_55518,DFT,GGA,static
calc_oqmd_55542,oqmd_55542,DFT,GGA,static
calc_oqmd_55558,oqmd_55558,DFT,GGA,static
calc_oqmd_5578,oqmd_5578,DFT,GGA,static
calc_oqmd_56154,oqmd_56154,DFT,GGA,static
calc_oqmd_5624,oqmd_5624,DFT,GGA,static
calc_oqmd_5625,oqmd_5625,DFT,GGA,static
calc_oqmd_5626,oqmd_5626,DFT,GGA,static
calc_oqmd_5627,oqmd_5627,DFT,GGA,static
calc_oqmd_5632,oqmd_5632,DFT,GGA,static
calc_oqmd_5677,oqmd_5677,DFT,GGA,static
calc_oqmd_5686,oqmd_5686,DFT,GGA,static
calc_oqmd_5695,oqmd_5695,DFT,GGA,static
calc_oqmd_56986,oqmd_56986,DFT,GGA,static
calc_oqmd_56987,oqmd_56987,DFT,GGA,static
calc_oqmd_57018,oqmd_57018,DFT,GGA,static
calc_oqmd_57019,oqmd_57019,DFT,GGA,static
calc_oqmd_57020,oqmd_57020,DFT,GGA,static
calc_oqmd_57021,oqmd_57021,DFT,GGA,static
calc_oqmd_57108,oqmd_57108,DFT,GGA,static
calc_oqmd_5715,oqmd_5715,DFT,GGA,static
calc_oqmd_5716,oqmd_5716,DFT,GGA,static
calc_oqmd_5717,oqmd_5717,DFT,GGA,static
calc_oqmd_5718,oqmd_5718,DFT,GGA,static
calc_oqmd_5719,oqmd_5719,DFT,GGA,static
calc_oqmd_5720,oqmd_5720,DFT,GGA,static
calc_oqmd_5722,oqmd_5722,DFT,GGA,static
calc_oqmd_5734,oqmd_5734,DFT,GGA,static
calc_oqmd_5735,oqmd_5735,DFT,GGA,static
calc_oqmd_5736,oqmd_5736,DFT,GGA,static
calc_oqmd_5737,oqmd_5737,DFT,GGA,static
calc_oqmd_5738,oqmd_5738,DFT,GGA,static
calc_oqmd_5771,oqmd_5771,DFT,GGA,static
calc_oqmd_5783,oqmd_5783,DFT,GGA,static
calc_oqmd_5995,oqmd_5995,DFT,GGA,static
calc_oqmd_6095,oqmd_6095,DFT,GGA,static
calc_oqmd_6096,oqmd_6096,DFT,GGA,static
calc_oqmd_6097,oqmd_6097,DFT,GGA,static
calc_oqmd_6098,oqmd_6098,DFT,GGA,static
calc_oqmd_6099,oqmd_6099,DFT,GGA,static
calc_oqmd_6100,oqmd_6100,DFT,GGA,static
calc_oqmd_6101,oqmd_6101,DFT,GGA,static
calc_oqmd_6116,oqmd_6116,DFT,GGA,static
calc_oqmd_6117,oqmd_6117,DFT,GGA,static
calc_oqmd_6293,oqmd_6293,DFT,GGA,static
calc_oqmd_6296,oqmd_6296,DFT,GGA,static
calc_oqmd_6297,oqmd_6297,DFT,GGA,static
calc_oqmd_6318,oqmd_6318,DFT,GGA,static
calc_oqmd_6320,oqmd_6320,DFT,GGA,static
calc_oqmd_6321,oqmd_6321,DFT,GGA,static
calc_oqmd_68794,oqmd_68794,DFT,GGA,static
calc_oqmd_6912,oqmd_6912,DFT,GGA,static
calc_oqmd_6913,oqmd_6913,DFT,GGA,static
calc_oqmd_6924,oqmd_6924,DFT,GGA,static
calc_oqmd_6958,oqmd_6958,DFT,GGA,static
calc_oqmd_6974,oqmd_6974,DFT,GGA,static
calc_oqmd_6975,oqmd_6975,DFT,GGA,static
calc_oqmd_69843,oqmd_69843,DFT,GGA,static
calc_oqmd_71826,oqmd_71826,DFT,GGA,static
calc_oqmd_7241,oqmd_7241,DFT,GGA,static
calc_oqmd_7246,oqmd_7246,DFT,GGA,static
calc_oqmd_73625,oqmd_73625,DFT,GGA,static
calc_oqmd_74704,oqmd_74704,DFT,GGA,static
calc_oqmd_7484,oqmd_7484,DFT,GGA,static
calc_oqmd_7584,oqmd_7584,DFT,GGA,static
calc_oqmd_7648,oqmd_7648,DFT,GGA,static
calc_oqmd_7649,oqmd_7649,DFT,GGA,static
calc_oqmd_7759,oqmd_7759,DFT,GGA,static
calc_oqmd_7807,oqmd_7807,DFT,GGA,static
calc_oqmd_7812,oqmd_7812,DFT,GGA,static
calc_oqmd_7813,oqmd_7813,DFT,GGA,static
calc_oqmd_7825,oqmd_7825,DFT,GGA,static
calc_oqmd_7829,oqmd_7829,DFT,GGA,static
calc_oqmd_7832,oqmd_7832,DFT,GGA,static
calc_oqmd_7834,oqmd_7834,DFT,GGA,static
calc_oqmd_8063,oqmd_8063,DFT,GGA,static
calc_oqmd_8080,oqmd_8080,DFT,GGA,static
calc_oqmd_8089,oqmd_8089,DFT,GGA,static
calc_oqmd_8090,oqmd_8090,DFT,GGA,static
calc_oqmd_8091,oqmd_8091,DFT,GGA,static
calc_oqmd_8112,oqmd_8112,DFT,GGA,static
calc_oqmd_8113,oqmd_8113,DFT,GGA,static
calc_oqmd_8116,oqmd_8116,DFT,GGA,static
calc_oqmd_8117,oqmd_8117,DFT,GGA,static
calc_oqmd_8118,oqmd_8118,DFT,GGA,static
calc_oqmd_8119,oqmd_8119,DFT,GGA,static
calc_oqmd_8120,oqmd_8120,DFT,GGA,static
calc_oqmd_8121,oqmd_8121,DFT,GGA,static
calc_oqmd_8122,oqmd_8122,DFT,GGA,static
calc_oqmd_8123,oqmd_8123,DFT,GGA,static
calc_oqmd_8149,oqmd_8149,DFT,GGA,static
calc_oqmd_8150,oqmd_8150,DFT,GGA,static
calc_oqmd_8154,oqmd_8154,DFT,GGA,static
calc_oqmd_8155,oqmd_8155,DFT,GGA,static
calc_oqmd_8156,oqmd_8156,DFT,GGA,static
calc_oqmd_8157,oqmd_8157,DFT,GGA,static
calc_oqmd_8158,oqmd_8158,DFT,GGA,static
calc_oqmd_8159,oqmd_8159,DFT,GGA,static
calc_oqmd_8161,oqmd_8161,DFT,GGA,static
calc_oqmd_8162,oqmd_8162,DFT,GGA,static
calc_oqmd_8163,oqmd_8163,DFT,GGA,static
calc_oqmd_8164,oqmd_8164,DFT,GGA,static
calc_oqmd_8165,oqmd_8165,DFT,GGA,static
calc_oqmd_8166,oqmd_8166,DFT,GGA,static
calc_oqmd_8167,oqmd_8167,DFT,GGA,static
calc_oqmd_8168,oqmd_8168,DFT,GGA,static
calc_oqmd_8169,oqmd_8169,DFT,GGA,static
calc_oqmd_8170,oqmd_8170,DFT,GGA,static
calc_oqmd_8171,oqmd_8171,DFT,GGA,static
calc_oqmd_8172,oqmd_8172,DFT,GGA,static
calc_oqmd_8173,oqmd_8173,DFT,GGA,static
calc_oqmd_8177,oqmd_8177,DFT,GGA,static
calc_oqmd_8239,oqmd_8239,DFT,GGA,static
calc_oqmd_8241,oqmd_8241,DFT,GGA,static
calc_oqmd_8254,oqmd_8254,DFT,GGA,static
calc_oqmd_8260,oqmd_8260,DFT,GGA,static
calc_oqmd_8265,oqmd_8265,DFT,GGA,static
calc_oqmd_8269,oqmd_8269,DFT,GGA,static
calc_oqmd_8270,oqmd_8270,DFT,GGA,static
calc_oqmd_8272,oqmd_8272,DFT,GGA,static
calc_oqmd_8273,oqmd_8273,DFT,GGA,static
calc_oqmd_8278,oqmd_8278,DFT,GGA,static
calc_oqmd_8279,oqmd_8279,DFT,GGA,static
calc_oqmd_8280,oqmd_8280,DFT,GGA,static
calc_oqmd_8281,oqmd_8281,DFT,GGA,static
calc_oqmd_8282,oqmd_8282,DFT,GGA,static
calc_oqmd_8285,oqmd_8285,DFT,GGA,static
calc_oqmd_8286,oqmd_8286,DFT,GGA,static
calc_oqmd_8293,oqmd_8293,DFT,GGA,static
calc_oqmd_8294,oqmd_8294,DFT,GGA,static
calc_oqmd_8295,oqmd_8295,DFT,GGA,static
calc_oqmd_8296,oqmd_8296,DFT,GGA,static
calc_oqmd_8297,oqmd_8297,DFT,GGA,static
calc_oqmd_8353,oqmd_8353,DFT,GGA,static
calc_oqmd_8354,oqmd_8354,DFT,GGA,static
calc_oqmd_8355,oqmd_8355,DFT,GGA,static
calc_oqmd_8383,oqmd_8383,DFT,GGA,static
calc_oqmd_8384,oqmd_8384,DFT,GGA,static
calc_oqmd_8385,oqmd_8385,DFT,GGA,static
calc_oqmd_8386,oqmd_8386,DFT,GGA,static
calc_oqmd_8389,oqmd_8389,DFT,GGA,static
calc_oqmd_8426,oqmd_8426,DFT,GGA,static
calc_oqmd_8431,oqmd_8431,DFT,GGA,static
calc_oqmd_8477,oqmd_8477,DFT,GGA,static
calc_oqmd_8480,oqmd_8480,DFT,GGA,static
calc_oqmd_8484,oqmd_8484,DFT,GGA,static
calc_oqmd_8485,oqmd_8485,DFT,GGA,static
calc_oqmd_8487,oqmd_8487,DFT,GGA,static
calc_oqmd_8506,oqmd_8506,DFT,GGA,static
calc_oqmd_8507,oqmd_8507,DFT,GGA,static
calc_oqmd_8517,oqmd_8517,DFT,GGA,static
calc_oqmd_87980,oqmd_87980,DFT,GGA,static
calc_oqmd_87994,oqmd_87994,DFT,GGA,static
