structure_id,entry_id,prototype,strukturbericht,formula_type,space_group_number,crystal_system,lattice_a,lattice_b,lattice_c,volume_per_atom,space_group
struct_oqmd_18013,oqmd_18013,NiAs,B8_1,AB,,cubic,,,,44.1765,P63/mmc
struct_oqmd_18015,oqmd_18015,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18021,oqmd_18021,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18026,oqmd_18026,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18029,oqmd_18029,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18031,oqmd_18031,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18034,oqmd_18034,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18037,oqmd_18037,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18038,oqmd_18038,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18039,oqmd_18039,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18042,oqmd_18042,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18044,oqmd_18044,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18046,oqmd_18046,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18050,oqmd_18050,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18054,oqmd_18054,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18055,oqmd_18055,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18057,oqmd_18057,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18066,oqmd_18066,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18067,oqmd_18067,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18071,oqmd_18071,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18073,oqmd_18073,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18074,oqmd_18074,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18076,oqmd_18076,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18078,oqmd_18078,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18081,oqmd_18081,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18083,oqmd_18083,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18088,oqmd_18088,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18089,oqmd_18089,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18090,oqmd_18090,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18097,oqmd_18097,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18098,oqmd_18098,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18099,oqmd_18099,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18101,oqmd_18101,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18102,oqmd_18102,NaCl,B1,AB,,cubic,,,,19.9455,Fm-3m
struct_oqmd_18105,oqmd_18105,NaCl,B1,AB,,cubic,,,,32.255,Fm-3m
struct_oqmd_18106,oqmd_18106,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18108,oqmd_18108,NaCl,B1,AB,,cubic,,,,23.9722,Fm-3m
struct_oqmd_18109,oqmd_18109,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18111,oqmd_18111,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18112,oqmd_18112,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18114,oqmd_18114,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18123,oqmd_18123,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18125,oqmd_18125,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18128,oqmd_18128,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18132,oqmd_18132,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18135,oqmd_18135,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18138,oqmd_18138,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18140,oqmd_18140,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18145,oqmd_18145,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18147,oqmd_18147,NaCl,B1,AB,,cubic,,,,29.4193,Fm-3m
struct_oqmd_18148,oqmd_18148,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18149,oqmd_18149,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18152,oqmd_18152,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18156,oqmd_18156,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18157,oqmd_18157,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18158,oqmd_18158,NaCl,B1,AB,,cubic,,,,28.0531,Fm-3m
struct_oqmd_18159,oqmd_18159,NaCl,B1,AB,,cubic,,,,29.3907,Fm-3m
struct_oqmd_18162,oqmd_18162,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18167,oqmd_18167,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18169,oqmd_18169,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18170,oqmd_18170,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18171,oqmd_18171,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18172,oqmd_18172,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18173,oqmd_18173,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18174,oqmd_18174,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18175,oqmd_18175,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18176,oqmd_18176,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18181,oqmd_18181,NaCl,B1,AB,,cubic,,,,25.6832,Fm-3m
struct_oqmd_18185,oqmd_18185,NaCl,B1,AB,,cubic,,,,27.4135,Fm-3m
struct_oqmd_18187,oqmd_18187,NaCl,B1,AB,,cubic,,,,20.524,Fm-3m
struct_oqmd_18189,oqmd_18189,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18193,oqmd_18193,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18197,oqmd_18197,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18199,oqmd_18199,NaCl,B1,AB,,cubic,,,,29.6152,Fm-3m
struct_oqmd_18312,oqmd_18312,NaCl,B1,AB,,cubic,,,,14.6212,Fm-3m
struct_oqmd_18313,oqmd_18313,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18314,oqmd_18314,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18319,oqmd_18319,NaCl,B1,AB,,cubic,,,,14.0577,Fm-3m
struct_oqmd_18320,oqmd_18320,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18322,oqmd_18322,NaCl,B1,AB,,cubic,,,,20.2949,Fm-3m
struct_oqmd_18364,oqmd_18364,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18367,oqmd_18367,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18451,oqmd_18451,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18452,oqmd_18452,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18456,oqmd_18456,NaCl,B1,AB,,cubic,,,,32.3723,Fm-3m
struct_oqmd_18457,oqmd_18457,NaCl,B1,AB,,cubic,,,,24.2553,Fm-3m
struct_oqmd_18458,oqmd_18458,NaCl,B1,AB,,cubic,,,,29.988,Fm-3m
struct_oqmd_18459,oqmd_18459,NaCl,B1,AB,,cubic,,,,32.9161,Fm-3m
struct_oqmd_18460,oqmd_18460,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18489,oqmd_18489,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18499,oqmd_18499,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18665,oqmd_18665,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18674,oqmd_18674,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18693,oqmd_18693,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18714,oqmd_18714,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18716,oqmd_18716,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18728,oqmd_18728,NiAs,B8_1,AB,,cubic,,,,32.1902,P63/mmc
struct_oqmd_18741,oqmd_18741,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18755,oqmd_18755,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18759,oqmd_18759,NaCl,B1,AB,,cubic,,,,32.9389,Fm-3m
struct_oqmd_18776,oqmd_18776,NaCl,B1,AB,,cubic,,,,16.3908,Fm-3m
struct_oqmd_18782,oqmd_18782,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18785,oqmd_18785,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18788,oqmd_18788,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18793,oqmd_18793,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18794,oqmd_18794,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18797,oqmd_18797,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18811,oqmd_18811,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18815,oqmd_18815,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18818,oqmd_18818,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18819,oqmd_18819,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18829,oqmd_18829,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18834,oqmd_18834,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18839,oqmd_18839,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18852,oqmd_18852,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18854,oqmd_18854,NiAs,B8_1,AB,,cubic,,,,14.1492,P63/mmc
struct_oqmd_18855,oqmd_18855,NiAs,B8_1,AB,,cubic,,,,18.8616,P63/mmc
struct_oqmd_18866,oqmd_18866,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18867,oqmd_18867,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18869,oqmd_18869,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18875,oqmd_18875,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18876,oqmd_18876,NiAs,B8_1,AB,,cubic,,,,38.5541,P63/mmc
struct_oqmd_18884,oqmd_18884,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18890,oqmd_18890,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18891,oqmd_18891,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18892,oqmd_18892,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18894,oqmd_18894,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18895,oqmd_18895,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18903,oqmd_18903,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18904,oqmd_18904,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_18905,oqmd_18905,NaCl,B1,AB,,cubic,,,,18.0104,Fm-3m
struct_oqmd_18908,oqmd_18908,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_18920,oqmd_18920,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_1897,oqmd_1897,NaCl,B1,AB,,cubic,,,,20.355,Fm-3m
struct_oqmd_1898,oqmd_1898,NaCl,B1,AB,,cubic,,,,25.1484,Fm-3m
struct_oqmd_19012,oqmd_19012,NiAs,B8_1,AB,,cubic,,,,44.3328,P63/mmc
struct_oqmd_19092,oqmd_19092,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19093,oqmd_19093,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19112,oqmd_19112,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_19121,oqmd_19121,NaCl,B1,AB,,cubic,,,,10.6588,Fm-3m
struct_oqmd_19149,oqmd_19149,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19154,oqmd_19154,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_19192,oqmd_19192,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_19193,oqmd_19193,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_19332,oqmd_19332,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19333,oqmd_19333,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19341,oqmd_19341,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19355,oqmd_19355,NiAs,B8_1,AB,,cubic,,,,36.5217,P63/mmc
struct_oqmd_19422,oqmd_19422,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19423,oqmd_19423,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_19431,oqmd_19431,NiAs,B8_1,AB,,cubic,,,,21.6273,P63/mmc
struct_oqmd_19455,oqmd_19455,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_19476,oqmd_19476,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_1949,oqmd_1949,NaCl,B1,AB,,cubic,,,,10.1558,Fm-3m
struct_oqmd_19509,oqmd_19509,NaCl,B1,AB,,cubic,,,,13.0738,Fm-3m
struct_oqmd_1956,oqmd_1956,NaCl,B1,AB,,cubic,,,,16.3166,Fm-3m
struct_oqmd_19681,oqmd_19681,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_19979,oqmd_19979,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20081,oqmd_20081,NaCl,B1,AB,,cubic,,,,12.8057,Fm-3m
struct_oqmd_20082,oqmd_20082,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_20083,oqmd_20083,L12,L12,A3B,,cubic,,,,,Pm-3m
struct_oqmd_2012589,oqmd_2012589,NaCl,B1,AB,,cubic,,,,28.2976,Fm-3m
struct_oqmd_2012590,oqmd_2012590,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2012591,oqmd_2012591,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2013280,oqmd_2013280,NaCl,B1,AB,,cubic,,,,9.8105,Fm-3m
struct_oqmd_2013669,oqmd_2013669,NaCl,B1,AB,,cubic,,,,6.5046,Fm-3m
struct_oqmd_2013938,oqmd_2013938,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2013956,oqmd_2013956,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2013968,oqmd_2013968,NaCl,B1,AB,,cubic,,,,10.1519,Fm-3m
struct_oqmd_2013976,oqmd_2013976,NaCl,B1,AB,,cubic,,,,12.5947,Fm-3m
struct_oqmd_2013978,oqmd_2013978,NaCl,B1,AB,,cubic,,,,14.1254,Fm-3m
struct_oqmd_2013998,oqmd_2013998,NaCl,B1,AB,,cubic,,,,13.2047,Fm-3m
struct_oqmd_2014097,oqmd_2014097,NaCl,B1,AB,,cubic,,,,9.5044,Fm-3m
struct_oqmd_2014098,oqmd_2014098,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014102,oqmd_2014102,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014104,oqmd_2014104,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014106,oqmd_2014106,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014108,oqmd_2014108,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014212,oqmd_2014212,NaCl,B1,AB,,cubic,,,,25.1352,Fm-3m
struct_oqmd_2014220,oqmd_2014220,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014221,oqmd_2014221,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014222,oqmd_2014222,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014223,oqmd_2014223,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014224,oqmd_2014224,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014225,oqmd_2014225,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014422,oqmd_2014422,NaCl,B1,AB,,cubic,,,,14.3219,Fm-3m
struct_oqmd_2014423,oqmd_2014423,NaCl,B1,AB,,cubic,,,,22.0607,Fm-3m
struct_oqmd_2014542,oqmd_2014542,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014545,oqmd_2014545,NaCl,B1,AB,,cubic,,,,29.8398,Fm-3m
struct_oqmd_2014546,oqmd_2014546,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014611,oqmd_2014611,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014613,oqmd_2014613,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014750,oqmd_2014750,NaCl,B1,AB,,cubic,,,,10.3425,Fm-3m
struct_oqmd_2014751,oqmd_2014751,NaCl,B1,AB,,cubic,,,,10.661,Fm-3m
struct_oqmd_2014753,oqmd_2014753,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014754,oqmd_2014754,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014755,oqmd_2014755,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014756,oqmd_2014756,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014757,oqmd_2014757,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014758,oqmd_2014758,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014759,oqmd_2014759,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2014843,oqmd_2014843,NaCl,B1,AB,,cubic,,,,8.3038,Fm-3m
struct_oqmd_2014895,oqmd_2014895,NaCl,B1,AB,,cubic,,,,14.8523,Fm-3m
struct_oqmd_2014970,oqmd_2014970,NaCl,B1,AB,,cubic,,,,35.118,Fm-3m
struct_oqmd_2014997,oqmd_2014997,NaCl,B1,AB,,cubic,,,,15.1793,Fm-3m
struct_oqmd_2015003,oqmd_2015003,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015164,oqmd_2015164,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015166,oqmd_2015166,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015168,oqmd_2015168,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015170,oqmd_2015170,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015171,oqmd_2015171,NaCl,B1,AB,,cubic,,,,14.2468,Fm-3m
struct_oqmd_2015237,oqmd_2015237,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015244,oqmd_2015244,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015245,oqmd_2015245,NaCl,B1,AB,,cubic,,,,24.5886,Fm-3m
struct_oqmd_2015246,oqmd_2015246,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015302,oqmd_2015302,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015345,oqmd_2015345,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015346,oqmd_2015346,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015347,oqmd_2015347,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015348,oqmd_2015348,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015349,oqmd_2015349,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015350,oqmd_2015350,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015351,oqmd_2015351,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015352,oqmd_2015352,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015353,oqmd_2015353,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015355,oqmd_2015355,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015402,oqmd_2015402,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015634,oqmd_2015634,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2015642,oqmd_2015642,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2016169,oqmd_2016169,NaCl,B1,AB,,cubic,,,,9.0228,Fm-3m
struct_oqmd_2016171,oqmd_2016171,NaCl,B1,AB,,cubic,,,,7.5294,Fm-3m
struct_oqmd_2016180,oqmd_2016180,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2016195,oqmd_2016195,NaCl,B1,AB,,cubic,,,,20.6564,Fm-3m
struct_oqmd_2016196,oqmd_2016196,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2016199,oqmd_2016199,NaCl,B1,AB,,cubic,,,,21.4738,Fm-3m
struct_oqmd_2016200,oqmd_2016200,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2016341,oqmd_2016341,NaCl,B1,AB,,cubic,,,,51.6215,Fm-3m
struct_oqmd_2016343,oqmd_2016343,NaCl,B1,AB,,cubic,,,,51.646,Fm-3m
struct_oqmd_2017405,oqmd_2017405,NaCl,B1,AB,,cubic,,,,29.5981,Fm-3m
struct_oqmd_2017949,oqmd_2017949,NaCl,B1,AB,,cubic,,,,13.189,Fm-3m
struct_oqmd_2018051,oqmd_2018051,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2018128,oqmd_2018128,NaCl,B1,AB,,cubic,,,,36.9738,Fm-3m
struct_oqmd_2018193,oqmd_2018193,NaCl,B1,AB,,cubic,,,,32.2951,Fm-3m
struct_oqmd_2019709,oqmd_2019709,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019865,oqmd_2019865,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019867,oqmd_2019867,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019869,oqmd_2019869,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019871,oqmd_2019871,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019873,oqmd_2019873,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019875,oqmd_2019875,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019877,oqmd_2019877,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019925,oqmd_2019925,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019926,oqmd_2019926,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019927,oqmd_2019927,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2019928,oqmd_2019928,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2020985,oqmd_2020985,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2023377,oqmd_2023377,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2023734,oqmd_2023734,NaCl,B1,AB,,cubic,,,,31.5109,Fm-3m
struct_oqmd_2023869,oqmd_2023869,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20241,oqmd_20241,NaCl,B1,AB,,cubic,,,,10.2141,Fm-3m
struct_oqmd_2024177,oqmd_2024177,NaCl,B1,AB,,cubic,,,,7.979,Fm-3m
struct_oqmd_20242,oqmd_20242,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2025608,oqmd_2025608,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2027931,oqmd_2027931,NaCl,B1,AB,,cubic,,,,15.0708,Fm-3m
struct_oqmd_20281,oqmd_20281,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_20282,oqmd_20282,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2029427,oqmd_2029427,NaCl,B1,AB,,cubic,,,,11.4553,Fm-3m
struct_oqmd_2029479,oqmd_2029479,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2029493,oqmd_2029493,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2029525,oqmd_2029525,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2029544,oqmd_2029544,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2029546,oqmd_2029546,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2029755,oqmd_2029755,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2029756,oqmd_2029756,NaCl,B1,AB,,cubic,,,,48.8627,Fm-3m
struct_oqmd_2030022,oqmd_2030022,NaCl,B1,AB,,cubic,,,,16.9136,Fm-3m
struct_oqmd_2030203,oqmd_2030203,NaCl,B1,AB,,cubic,,,,19.51,Fm-3m
struct_oqmd_2030303,oqmd_2030303,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030304,oqmd_2030304,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030306,oqmd_2030306,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030339,oqmd_2030339,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030393,oqmd_2030393,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030395,oqmd_2030395,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030400,oqmd_2030400,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030425,oqmd_2030425,NaCl,B1,AB,,cubic,,,,16.4643,Fm-3m
struct_oqmd_2030450,oqmd_2030450,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030475,oqmd_2030475,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030478,oqmd_2030478,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030481,oqmd_2030481,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030502,oqmd_2030502,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030504,oqmd_2030504,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030839,oqmd_2030839,CsCl,B2,AB,,cubic,,,,,Pm-3m
struct_oqmd_2030842,oqmd_2030842,CsCl,B2,AB,,cubic,,,,,Pm-3m
