composition_id,entry_id,element,atomic_fraction,site_label
comp_oqmd_17406_Lu,oqmd_17406,Lu,0.5,A
comp_oqmd_17407_Hg,oqmd_17407,Hg,0.5,A
comp_oqmd_17407_Mg,oqmd_17407,Mg,0.5,A
comp_oqmd_17413_Hg,oqmd_17413,Hg,0.5,A
comp_oqmd_17413_Mn,oqmd_17413,Mn,0.5,A
comp_oqmd_17419_Hg,oqmd_17419,Hg,0.5,A
comp_oqmd_17419_Nd,oqmd_17419,Nd,0.5,A
comp_oqmd_17424_Hg,oqmd_17424,Hg,0.5,A
comp_oqmd_17424_Pr,oqmd_17424,Pr,0.5,A
comp_oqmd_17427_Hg,oqmd_17427,Hg,0.5,A
comp_oqmd_17427_Sc,oqmd_17427,Sc,0.5,A
comp_oqmd_17429_Hg,oqmd_17429,Hg,0.5,A
comp_oqmd_17429_Sr,oqmd_17429,Sr,0.5,A
comp_oqmd_17432_Hg,oqmd_17432,Hg,0.5,A
comp_oqmd_17432_Tb,oqmd_17432,Tb,0.5,A
comp_oqmd_17437_Hg,oqmd_17437,Hg,0.25,B
comp_oqmd_17437_Ti,oqmd_17437,Ti,0.75,A
comp_oqmd_17439_Hg,oqmd_17439,Hg,0.5,A
comp_oqmd_17439_Tl,oqmd_17439,Tl,0.5,A
comp_oqmd_17440_Hg,oqmd_17440,Hg,0.75,A
comp_oqmd_17440_Tl,oqmd_17440,Tl,0.25,B
comp_oqmd_17441_Hg,oqmd_17441,Hg,0.5,A
comp_oqmd_17441_Tm,oqmd_17441,Tm,0.5,A
comp_oqmd_17443_Hg,oqmd_17443,Hg,0.5,A
comp_oqmd_17443_Y,oqmd_17443,Y,0.5,A
comp_oqmd_17446_Hg,oqmd_17446,Hg,0.5,A
comp_oqmd_17446_Yb,oqmd_17446,Yb,0.5,A
comp_oqmd_17450_Hg,oqmd_17450,Hg,0.75,A
comp_oqmd_17450_Zr,oqmd_17450,Zr,0.25,B
comp_oqmd_17454_Ho,oqmd_17454,Ho,0.5,A
comp_oqmd_17454_In,oqmd_17454,In,0.5,A
comp_oqmd_17455_Ho,oqmd_17455,Ho,0.25,B
comp_oqmd_17455_In,oqmd_17455,In,0.75,A
comp_oqmd_17457_Ho,oqmd_17457,Ho,0.5,A
comp_oqmd_17457_Ir,oqmd_17457,Ir,0.5,A
comp_oqmd_17459_Ho,oqmd_17459,Ho,0.5,A
comp_oqmd_17459_Mg,oqmd_17459,Mg,0.5,A
comp_oqmd_17460_Ho,oqmd_17460,Ho,0.5,A
comp_oqmd_17460_Mg,oqmd_17460,Mg,0.5,A
comp_oqmd_17465_Ho,oqmd_17465,Ho,0.25,B
comp_oqmd_17465_Pb,oqmd_17465,Pb,0.75,A
comp_oqmd_17467_Ho,oqmd_17467,Ho,0.5,A
comp_oqmd_17467_Pd,oqmd_17467,Pd,0.5,A
comp_oqmd_17468_Ho,oqmd_17468,Ho,0.25,B
comp_oqmd_17468_Pd,oqmd_17468,Pd,0.75,A
comp_oqmd_17472_Ho,oqmd_17472,Ho,0.25,B
comp_oqmd_17472_Pt,oqmd_17472,Pt,0.75,A
comp_oqmd_17474_Ho,oqmd_17474,Ho,0.5,A
comp_oqmd_17474_Rh,oqmd_17474,Rh,0.5,A
comp_oqmd_17477_Ho,oqmd_17477,Ho,0.25,B
comp_oqmd_17477_Sn,oqmd_17477,Sn,0.75,A
comp_oqmd_17479_Ho,oqmd_17479,Ho,0.5,A
comp_oqmd_17479_Tl,oqmd_17479,Tl,0.5,A
comp_oqmd_17480_Ho,oqmd_17480,Ho,0.25,B
comp_oqmd_17480_Tl,oqmd_17480,Tl,0.75,A
comp_oqmd_17481_Ho,oqmd_17481,Ho,0.5,A
comp_oqmd_17481_Zn,oqmd_17481,Zn,0.5,A
comp_oqmd_17484_Ag,oqmd_17484,Ag,0.5,A
comp_oqmd_17484_Ga,oqmd_17484,Ga,0.5,A
comp_oqmd_17486_Ag,oqmd_17486,Ag,0.5,A
comp_oqmd_17486_Ho,oqmd_17486,Ho,0.5,A
comp_oqmd_17492_Ir,oqmd_17492,Ir,0.5,A
comp_oqmd_17492_Lu,oqmd_17492,Lu,0.5,A
comp_oqmd_17502_Ir,oqmd_17502,Ir,0.75,A
comp_oqmd_17502_Nb,oqmd_17502,Nb,0.25,B
comp_oqmd_17504_Ir,oqmd_17504,Ir,0.75,A
comp_oqmd_17504_Nd,oqmd_17504,Nd,0.25,B
comp_oqmd_17507_Ir,oqmd_17507,Ir,0.75,A
comp_oqmd_17507_Pa,oqmd_17507,Pa,0.25,B
comp_oqmd_17508_Ir,oqmd_17508,Ir,0.5,A
comp_oqmd_17508_Pb,oqmd_17508,Pb,0.5,B
comp_oqmd_17512_Ir,oqmd_17512,Ir,0.5,A
comp_oqmd_17512_Sc,oqmd_17512,Sc,0.5,A
comp_oqmd_17514_Ir,oqmd_17514,Ir,0.5,B
comp_oqmd_17514_Sn,oqmd_17514,Sn,0.5,A
comp_oqmd_17518_Ir,oqmd_17518,Ir,0.75,A
comp_oqmd_17518_Ta,oqmd_17518,Ta,0.25,B
comp_oqmd_17524_Ir,oqmd_17524,Ir,0.75,A
comp_oqmd_17524_Ti,oqmd_17524,Ti,0.25,B
comp_oqmd_17525_Ir,oqmd_17525,Ir,0.5,A
comp_oqmd_17525_Tm,oqmd_17525,Tm,0.5,A
comp_oqmd_17529_Ir,oqmd_17529,Ir,0.75,A
comp_oqmd_17529_U,oqmd_17529,U,0.25,B
comp_oqmd_17533_Ir,oqmd_17533,Ir,0.75,A
comp_oqmd_17533_V,oqmd_17533,V,0.25,B
comp_oqmd_17536_Ir,oqmd_17536,Ir,0.5,A
comp_oqmd_17536_Y,oqmd_17536,Y,0.5,A
comp_oqmd_17538_Ir,oqmd_17538,Ir,0.5,A
comp_oqmd_17538_Yb,oqmd_17538,Yb,0.5,A
comp_oqmd_17541_Ir,oqmd_17541,Ir,0.5,A
comp_oqmd_17541_Zr,oqmd_17541,Zr,0.5,A
comp_oqmd_17544_Ir,oqmd_17544,Ir,0.75,A
comp_oqmd_17544_Zr,oqmd_17544,Zr,0.25,B
comp_oqmd_17558_La,oqmd_17558,La,0.5,A
comp_oqmd_17558_Mg,oqmd_17558,Mg,0.5,A
comp_oqmd_17568_La,oqmd_17568,La,0.25,B
comp_oqmd_17568_Pb,oqmd_17568,Pb,0.75,A
comp_oqmd_17569_La,oqmd_17569,La,0.25,B
comp_oqmd_17569_Pd,oqmd_17569,Pd,0.75,A
comp_oqmd_17573_La,oqmd_17573,La,0.25,B
comp_oqmd_17573_Pt,oqmd_17573,Pt,0.75,A
comp_oqmd_17578_La,oqmd_17578,La,0.25,B
comp_oqmd_17578_Sn,oqmd_17578,Sn,0.75,A
comp_oqmd_17579_La,oqmd_17579,La,0.75,A
comp_oqmd_17579_Sn,oqmd_17579,Sn,0.25,B
comp_oqmd_17580_La,oqmd_17580,La,0.5,A
comp_oqmd_17580_Tl,oqmd_17580,Tl,0.5,A
comp_oqmd_17581_La,oqmd_17581,La,0.25,B
comp_oqmd_17581_Tl,oqmd_17581,Tl,0.75,A
comp_oqmd_17582_La,oqmd_17582,La,0.75,A
comp_oqmd_17582_Tl,oqmd_17582,Tl,0.25,B
comp_oqmd_17583_La,oqmd_17583,La,0.5,A
comp_oqmd_17583_Zn,oqmd_17583,Zn,0.5,A
comp_oqmd_17590_Li,oqmd_17590,Li,0.5,A
comp_oqmd_17590_Pb,oqmd_17590,Pb,0.5,A
comp_oqmd_17596_Li,oqmd_17596,Li,0.5,A
comp_oqmd_17596_Pd,oqmd_17596,Pd,0.5,A
comp_oqmd_17610_Li,oqmd_17610,Li,0.5,A
comp_oqmd_17610_Tl,oqmd_17610,Tl,0.5,A
comp_oqmd_17612_Lu,oqmd_17612,Lu,0.5,A
comp_oqmd_17612_Mg,oqmd_17612,Mg,0.5,A
comp_oqmd_17620_Lu,oqmd_17620,Lu,0.25,B
comp_oqmd_17620_Pb,oqmd_17620,Pb,0.75,A
comp_oqmd_17621_Lu,oqmd_17621,Lu,0.5,A
comp_oqmd_17621_Pd,oqmd_17621,Pd,0.5,A
comp_oqmd_17622_Lu,oqmd_17622,Lu,0.25,B
comp_oqmd_17622_Pd,oqmd_17622,Pd,0.75,A
comp_oqmd_17624_Lu,oqmd_17624,Lu,0.25,B
comp_oqmd_17624_Pt,oqmd_17624,Pt,0.75,A
comp_oqmd_17625_Lu,oqmd_17625,Lu,0.5,A
comp_oqmd_17625_Rh,oqmd_17625,Rh,0.5,A
comp_oqmd_17627_Lu,oqmd_17627,Lu,0.5,A
comp_oqmd_17627_Ru,oqmd_17627,Ru,0.5,A
comp_oqmd_17628_Lu,oqmd_17628,Lu,0.25,B
comp_oqmd_17628_Tl,oqmd_17628,Tl,0.75,A
comp_oqmd_17629_Lu,oqmd_17629,Lu,0.5,A
comp_oqmd_17629_Zn,oqmd_17629,Zn,0.5,A
comp_oqmd_17630_Mg,oqmd_17630,Mg,0.5,A
comp_oqmd_17630_Nd,oqmd_17630,Nd,0.5,A
comp_oqmd_17638_Mg,oqmd_17638,Mg,0.5,A
comp_oqmd_17638_Pd,oqmd_17638,Pd,0.5,A
comp_oqmd_17640_Mg,oqmd_17640,Mg,0.5,A
comp_oqmd_17640_Pr,oqmd_17640,Pr,0.5,A
comp_oqmd_17646_Mg,oqmd_17646,Mg,0.5,A
comp_oqmd_17646_Rh,oqmd_17646,Rh,0.5,A
comp_oqmd_17650_Mg,oqmd_17650,Mg,0.5,A
comp_oqmd_17650_Sm,oqmd_17650,Sm,0.5,A
comp_oqmd_17655_Mg,oqmd_17655,Mg,0.5,A
comp_oqmd_17655_Sr,oqmd_17655,Sr,0.5,A
comp_oqmd_17657_Mg,oqmd_17657,Mg,0.5,A
comp_oqmd_17657_Tb,oqmd_17657,Tb,0.5,A
comp_oqmd_17660_Mg,oqmd_17660,Mg,0.5,A
comp_oqmd_17660_Tl,oqmd_17660,Tl,0.5,A
comp_oqmd_17661_Mg,oqmd_17661,Mg,0.5,A
comp_oqmd_17661_Tm,oqmd_17661,Tm,0.5,A
comp_oqmd_17663_Mg,oqmd_17663,Mg,0.5,A
comp_oqmd_17663_Y,oqmd_17663,Y,0.5,A
comp_oqmd_17671_Mn,oqmd_17671,Mn,0.5,A
comp_oqmd_17671_Ni,oqmd_17671,Ni,0.5,A
comp_oqmd_17672_Mn,oqmd_17672,Mn,0.25,B
comp_oqmd_17672_Ni,oqmd_17672,Ni,0.75,A
comp_oqmd_17677_Mn,oqmd_17677,Mn,0.5,A
comp_oqmd_17677_Pd,oqmd_17677,Pd,0.5,A
comp_oqmd_17681_Mn,oqmd_17681,Mn,0.25,B
comp_oqmd_17681_Pt,oqmd_17681,Pt,0.75,A
comp_oqmd_17682_Mn,oqmd_17682,Mn,0.75,A
comp_oqmd_17682_Pt,oqmd_17682,Pt,0.25,B
comp_oqmd_17686_Mn,oqmd_17686,Mn,0.5,A
comp_oqmd_17686_Rh,oqmd_17686,Rh,0.5,A
comp_oqmd_17687_Mn,oqmd_17687,Mn,0.75,A
comp_oqmd_17687_Rh,oqmd_17687,Rh,0.25,B
comp_oqmd_17700_Mn,oqmd_17700,Mn,0.5,A
comp_oqmd_17700_V,oqmd_17700,V,0.5,A
comp_oqmd_17703_Mn,oqmd_17703,Mn,0.5,A
comp_oqmd_17703_Zn,oqmd_17703,Zn,0.5,A
comp_oqmd_17704_Mn,oqmd_17704,Mn,0.25,B
comp_oqmd_17704_Zn,oqmd_17704,Zn,0.75,A
comp_oqmd_17720_N,oqmd_17720,N,0.5,B
comp_oqmd_17720_Ta,oqmd_17720,Ta,0.5,A
comp_oqmd_17728_Na,oqmd_17728,Na,0.25,B
comp_oqmd_17728_Pb,oqmd_17728,Pb,0.75,A
comp_oqmd_17747_Nb,oqmd_17747,Nb,0.25,B
comp_oqmd_17747_Rh,oqmd_17747,Rh,0.75,A
comp_oqmd_17750_Nb,oqmd_17750,Nb,0.5,A
comp_oqmd_17750_Ru,oqmd_17750,Ru,0.5,A
comp_oqmd_17752_Nb,oqmd_17752,Nb,0.25,B
comp_oqmd_17752_Ru,oqmd_17752,Ru,0.75,A
comp_oqmd_17759_Nb,oqmd_17759,Nb,0.25,B
comp_oqmd_17759_Zn,oqmd_17759,Zn,0.75,A
comp_oqmd_17764_Nd,oqmd_17764,Nd,0.25,B
comp_oqmd_17764_Pb,oqmd_17764,Pb,0.75,A
comp_oqmd_17765_Nd,oqmd_17765,Nd,0.25,B
comp_oqmd_17765_Pd,oqmd_17765,Pd,0.75,A
comp_oqmd_17769_Nd,oqmd_17769,Nd,0.25,B
comp_oqmd_17769_Pt,oqmd_17769,Pt,0.75,A
comp_oqmd_17775_Nd,oqmd_17775,Nd,0.25,B
comp_oqmd_17775_Sn,oqmd_17775,Sn,0.75,A
comp_oqmd_17776_Nd,oqmd_17776,Nd,0.5,A
comp_oqmd_17776_Tl,oqmd_17776,Tl,0.5,A
comp_oqmd_17777_Nd,oqmd_17777,Nd,0.25,B
comp_oqmd_17777_Tl,oqmd_17777,Tl,0.75,A
comp_oqmd_17779_Nd,oqmd_17779,Nd,0.75,A
comp_oqmd_17779_Tl,oqmd_17779,Tl,0.25,B
comp_oqmd_17780_Nd,oqmd_17780,Nd,0.5,A
comp_oqmd_17780_Zn,oqmd_17780,Zn,0.5,A
comp_oqmd_17795_Ni,oqmd_17795,Ni,0.5,A
comp_oqmd_17795_Sc,oqmd_17795,Sc,0.5,A
comp_oqmd_17803_Ni,oqmd_17803,Ni,0.75,A
comp_oqmd_17803_Si,oqmd_17803,Si,0.25,B
comp_oqmd_17808_Ni,oqmd_17808,Ni,0.75,A
comp_oqmd_17808_Sn,oqmd_17808,Sn,0.25,B
comp_oqmd_17838_Ni,oqmd_17838,Ni,0.5,A
comp_oqmd_17838_Ti,oqmd_17838,Ti,0.5,A
comp_oqmd_17841_Ni,oqmd_17841,Ni,0.5,B
comp_oqmd_17841_Tl,oqmd_17841,Tl,0.5,A
comp_oqmd_17860_Ni,oqmd_17860,Ni,0.5,A
comp_oqmd_17860_Zn,oqmd_17860,Zn,0.5,A
comp_oqmd_17872_Np,oqmd_17872,Np,0.25,B
comp_oqmd_17872_Pd,oqmd_17872,Pd,0.75,A
comp_oqmd_17873_Np,oqmd_17873,Np,0.25,B
comp_oqmd_17873_Rh,oqmd_17873,Rh,0.75,A
comp_oqmd_17875_Np,oqmd_17875,Np,0.25,B
comp_oqmd_17875_Sn,oqmd_17875,Sn,0.75,A
comp_oqmd_17876_Np,oqmd_17876,Np,0.75,A
comp_oqmd_17876_Sn,oqmd_17876,Sn,0.25,B
comp_oqmd_17877_Np,oqmd_17877,Np,0.75,A
comp_oqmd_17877_Tl,oqmd_17877,Tl,0.25,B
comp_oqmd_17890_Al,oqmd_17890,Al,0.25,B
comp_oqmd_17890_Ni,oqmd_17890,Ni,0.75,A
comp_oqmd_17895_O,oqmd_17895,O,0.5,B
comp_oqmd_17895_Pt,oqmd_17895,Pt,0.5,A
comp_oqmd_17898_O,oqmd_17898,O,0.5,B
comp_oqmd_17898_Ti,oqmd_17898,Ti,0.5,A
comp_oqmd_17904_Os,oqmd_17904,Os,0.5,A
comp_oqmd_17904_Ti,oqmd_17904,Ti,0.5,A
comp_oqmd_17906_Os,oqmd_17906,Os,0.5,A
comp_oqmd_17906_Zr,oqmd_17906,Zr,0.5,A
comp_oqmd_17907_P,oqmd_17907,P,0.5,B
comp_oqmd_17907_Sc,oqmd_17907,Sc,0.5,A
comp_oqmd_17908_Pa,oqmd_17908,Pa,0.25,B
comp_oqmd_17908_Rh,oqmd_17908,Rh,0.75,A
comp_oqmd_17912_Pb,oqmd_17912,Pb,0.25,B
comp_oqmd_17912_Pr,oqmd_17912,Pr,0.75,A
comp_oqmd_17913_Pb,oqmd_17913,Pb,0.75,A
comp_oqmd_17913_Pr,oqmd_17913,Pr,0.25,B
comp_oqmd_17914_Pb,oqmd_17914,Pb,0.5,B
comp_oqmd_17914_Pt,oqmd_17914,Pt,0.5,A
comp_oqmd_17915_Pb,oqmd_17915,Pb,0.25,B
comp_oqmd_17915_Pt,oqmd_17915,Pt,0.75,A
comp_oqmd_17917_Pb,oqmd_17917,Pb,0.25,B
comp_oqmd_17917_Pu,oqmd_17917,Pu,0.75,A
comp_oqmd_17918_Pb,oqmd_17918,Pb,0.75,A
comp_oqmd_17918_Pu,oqmd_17918,Pu,0.25,B
comp_oqmd_17926_Pb,oqmd_17926,Pb,0.75,A
comp_oqmd_17926_Tb,oqmd_17926,Tb,0.25,B
comp_oqmd_17928_Pb,oqmd_17928,Pb,0.75,A
comp_oqmd_17928_Th,oqmd_17928,Th,0.25,B
comp_oqmd_17929_Pb,oqmd_17929,Pb,0.75,A
comp_oqmd_17929_Tm,oqmd_17929,Tm,0.25,B
comp_oqmd_17931_Pb,oqmd_17931,Pb,0.75,A
comp_oqmd_17931_U,oqmd_17931,U,0.25,B
comp_oqmd_17934_Pb,oqmd_17934,Pb,0.75,A
comp_oqmd_17934_Y,oqmd_17934,Y,0.25,B
comp_oqmd_17937_Pb,oqmd_17937,Pb,0.75,A
comp_oqmd_17937_Yb,oqmd_17937,Yb,0.25,B
comp_oqmd_17940_Pd,oqmd_17940,Pd,0.75,A
comp_oqmd_17940_Pr,oqmd_17940,Pr,0.25,B
comp_oqmd_17943_Pd,oqmd_17943,Pd,0.75,A
comp_oqmd_17943_Pu,oqmd_17943,Pu,0.25,B
comp_oqmd_17944_Pd,oqmd_17944,Pd,0.5,A
comp_oqmd_17944_Sc,oqmd_17944,Sc,0.5,A
comp_oqmd_17945_Pd,oqmd_17945,Pd,0.75,A
comp_oqmd_17945_Sc,oqmd_17945,Sc,0.25,B
comp_oqmd_17947_Pd,oqmd_17947,Pd,0.75,A
comp_oqmd_17947_Sm,oqmd_17947,Sm,0.25,B
comp_oqmd_17954_Pd,oqmd_17954,Pd,0.75,A
comp_oqmd_17954_Sn,oqmd_17954,Sn,0.25,B
comp_oqmd_17965_Pd,oqmd_17965,Pd,0.75,A
comp_oqmd_17965_Tb,oqmd_17965,Tb,0.25,B
comp_oqmd_1797_N,oqmd_1797,N,0.5,B
comp_oqmd_1797_Nb,oqmd_1797,Nb,0.5,A
comp_oqmd_17970_Pd,oqmd_17970,Pd,0.5,A
comp_oqmd_17970_Ti,oqmd_17970,Ti,0.5,A
comp_oqmd_17972_Pd,oqmd_17972,Pd,0.75,A
comp_oqmd_17972_Ti,oqmd_17972,Ti,0.25,B
comp_oqmd_17980_Pd,oqmd_17980,Pd,0.5,A
comp_oqmd_17980_Tm,oqmd_17980,Tm,0.5,A
comp_oqmd_17981_Pd,oqmd_17981,Pd,0.75,A
comp_oqmd_17981_Tm,oqmd_17981,Tm,0.25,B
comp_oqmd_17986_Pd,oqmd_17986,Pd,0.75,A
comp_oqmd_17986_Y,oqmd_17986,Y,0.25,B
comp_oqmd_17987_Pd,oqmd_17987,Pd,0.5,A
comp_oqmd_17987_Yb,oqmd_17987,Yb,0.5,A
comp_oqmd_17988_Pd,oqmd_17988,Pd,0.75,A
comp_oqmd_17988_Yb,oqmd_17988,Yb,0.25,B
comp_oqmd_17994_Pt,oqmd_17994,Pt,0.75,A
comp_oqmd_17994_Pu,oqmd_17994,Pu,0.25,B
comp_oqmd_17995_Pt,oqmd_17995,Pt,0.5,A
comp_oqmd_17995_Sc,oqmd_17995,Sc,0.5,A
comp_oqmd_17997_Pt,oqmd_17997,Pt,0.75,A
comp_oqmd_17997_Sc,oqmd_17997,Sc,0.25,B
comp_oqmd_18000_Pt,oqmd_18000,Pt,0.75,A
comp_oqmd_18000_Sm,oqmd_18000,Sm,0.25,B
comp_oqmd_18004_Pt,oqmd_18004,Pt,0.75,A
comp_oqmd_18004_Sn,oqmd_18004,Sn,0.25,B
comp_oqmd_18012_Pt,oqmd_18012,Pt,0.75,A
comp_oqmd_18012_Tb,oqmd_18012,Tb,0.25,B
comp_oqmd_18013_Pt,oqmd_18013,Pt,0.5,B
comp_oqmd_18013_Te,oqmd_18013,Te,0.5,A
comp_oqmd_18015_Pt,oqmd_18015,Pt,0.5,A
comp_oqmd_18015_Ti,oqmd_18015,Ti,0.5,A
comp_oqmd_18021_Pt,oqmd_18021,Pt,0.75,A
comp_oqmd_18021_Tm,oqmd_18021,Tm,0.25,B
comp_oqmd_18026_Pt,oqmd_18026,Pt,0.25,B
comp_oqmd_18026_V,oqmd_18026,V,0.75,A
comp_oqmd_18029_Pt,oqmd_18029,Pt,0.75,A
comp_oqmd_18029_V,oqmd_18029,V,0.25,B
comp_oqmd_18031_Pt,oqmd_18031,Pt,0.75,A
comp_oqmd_18031_Y,oqmd_18031,Y,0.25,B
comp_oqmd_18034_Pt,oqmd_18034,Pt,0.75,A
comp_oqmd_18034_Yb,oqmd_18034,Yb,0.25,B
comp_oqmd_18037_Pt,oqmd_18037,Pt,0.75,A
comp_oqmd_18037_Zn,oqmd_18037,Zn,0.25,B
comp_oqmd_18038_Pt,oqmd_18038,Pt,0.5,A
comp_oqmd_18038_Zr,oqmd_18038,Zr,0.5,A
comp_oqmd_18039_Pt,oqmd_18039,Pt,0.75,A
comp_oqmd_18039_Zr,oqmd_18039,Zr,0.25,B
comp_oqmd_18042_Pu,oqmd_18042,Pu,0.25,B
comp_oqmd_18042_Rh,oqmd_18042,Rh,0.75,A
comp_oqmd_18044_Pu,oqmd_18044,Pu,0.5,A
comp_oqmd_18044_Ru,oqmd_18044,Ru,0.5,A
comp_oqmd_18046_Pu,oqmd_18046,Pu,0.25,B
comp_oqmd_18046_Sn,oqmd_18046,Sn,0.75,A
comp_oqmd_18050_Re,oqmd_18050,Re,0.5,A
comp_oqmd_18050_Ti,oqmd_18050,Ti,0.5,A
comp_oqmd_18054_Rh,oqmd_18054,Rh,0.5,A
comp_oqmd_18054_Sc,oqmd_18054,Sc,0.5,A
comp_oqmd_18055_Rh,oqmd_18055,Rh,0.75,A
comp_oqmd_18055_Sc,oqmd_18055,Sc,0.25,B
comp_oqmd_18057_Rh,oqmd_18057,Rh,0.5,A
comp_oqmd_18057_Sm,oqmd_18057,Sm,0.5,A
comp_oqmd_18066_Rh,oqmd_18066,Rh,0.75,A
comp_oqmd_18066_Ta,oqmd_18066,Ta,0.25,B
comp_oqmd_18067_Rh,oqmd_18067,Rh,0.5,A
comp_oqmd_18067_Tb,oqmd_18067,Tb,0.5,A
comp_oqmd_18071_Rh,oqmd_18071,Rh,0.75,A
comp_oqmd_18071_Th,oqmd_18071,Th,0.25,B
comp_oqmd_18073_Rh,oqmd_18073,Rh,0.5,A
comp_oqmd_18073_Ti,oqmd_18073,Ti,0.5,A
comp_oqmd_18074_Rh,oqmd_18074,Rh,0.75,A
comp_oqmd_18074_Ti,oqmd_18074,Ti,0.25,B
comp_oqmd_18076_Rh,oqmd_18076,Rh,0.5,A
comp_oqmd_18076_Tm,oqmd_18076,Tm,0.5,A
comp_oqmd_18078_Rh,oqmd_18078,Rh,0.75,A
comp_oqmd_18078_U,oqmd_18078,U,0.25,B
comp_oqmd_18081_Rh,oqmd_18081,Rh,0.75,A
comp_oqmd_18081_V,oqmd_18081,V,0.25,B
comp_oqmd_18083_Rh,oqmd_18083,Rh,0.5,A
comp_oqmd_18083_Y,oqmd_18083,Y,0.5,A
comp_oqmd_18088_Rh,oqmd_18088,Rh,0.5,A
comp_oqmd_18088_Zr,oqmd_18088,Zr,0.5,A
comp_oqmd_18089_Rh,oqmd_18089,Rh,0.75,A
comp_oqmd_18089_Zr,oqmd_18089,Zr,0.25,B
comp_oqmd_18090_Ru,oqmd_18090,Ru,0.5,A
comp_oqmd_18090_Sc,oqmd_18090,Sc,0.5,A
comp_oqmd_18097_Ru,oqmd_18097,Ru,0.5,A
comp_oqmd_18097_Ti,oqmd_18097,Ti,0.5,A
comp_oqmd_18098_Ru,oqmd_18098,Ru,0.75,A
comp_oqmd_18098_U,oqmd_18098,U,0.25,B
comp_oqmd_18099_Ru,oqmd_18099,Ru,0.5,A
comp_oqmd_18099_V,oqmd_18099,V,0.5,A
comp_oqmd_18101_Ru,oqmd_18101,Ru,0.5,A
comp_oqmd_18101_Zr,oqmd_18101,Zr,0.5,A
comp_oqmd_18102_S,oqmd_18102,S,0.5,B
comp_oqmd_18102_Tm,oqmd_18102,Tm,0.5,A
comp_oqmd_18105_Sb,oqmd_18105,Sb,0.5,B
comp_oqmd_18105_Yb,oqmd_18105,Yb,0.5,A
comp_oqmd_18106_Sc,oqmd_18106,Sc,0.5,A
comp_oqmd_18106_Zn,oqmd_18106,Zn,0.5,A
comp_oqmd_18108_Se,oqmd_18108,Se,0.5,B
comp_oqmd_18108_Y,oqmd_18108,Y,0.5,A
comp_oqmd_18109_Si,oqmd_18109,Si,0.75,A
comp_oqmd_18109_U,oqmd_18109,U,0.25,B
comp_oqmd_18111_Sm,oqmd_18111,Sm,0.5,A
comp_oqmd_18111_Tl,oqmd_18111,Tl,0.5,A
comp_oqmd_18112_Sm,oqmd_18112,Sm,0.25,B
comp_oqmd_18112_Tl,oqmd_18112,Tl,0.75,A
comp_oqmd_18114_Sm,oqmd_18114,Sm,0.5,A
comp_oqmd_18114_Zn,oqmd_18114,Zn,0.5,A
comp_oqmd_18123_Sn,oqmd_18123,Sn,0.75,A
comp_oqmd_18123_Tb,oqmd_18123,Tb,0.25,B
comp_oqmd_18125_Sn,oqmd_18125,Sn,0.75,A
comp_oqmd_18125_Th,oqmd_18125,Th,0.25,B
comp_oqmd_18128_Sn,oqmd_18128,Sn,0.25,B
comp_oqmd_18128_Ti,oqmd_18128,Ti,0.75,A
comp_oqmd_18132_Sn,oqmd_18132,Sn,0.75,A
comp_oqmd_18132_U,oqmd_18132,U,0.25,B
comp_oqmd_18135_Sn,oqmd_18135,Sn,0.75,A
comp_oqmd_18135_Y,oqmd_18135,Y,0.25,B
comp_oqmd_18138_Sn,oqmd_18138,Sn,0.75,A
comp_oqmd_18138_Yb,oqmd_18138,Yb,0.25,B
comp_oqmd_18140_Sr,oqmd_18140,Sr,0.5,A
comp_oqmd_18140_Tl,oqmd_18140,Tl,0.5,A
comp_oqmd_18145_Ta,oqmd_18145,Ta,0.5,A
comp_oqmd_18145_Tc,oqmd_18145,Tc,0.5,A
comp_oqmd_18147_Tb,oqmd_18147,Tb,0.5,A
comp_oqmd_18147_Te,oqmd_18147,Te,0.5,B
comp_oqmd_18148_Tb,oqmd_18148,Tb,0.5,A
comp_oqmd_18148_Tl,oqmd_18148,Tl,0.5,A
comp_oqmd_18149_Tb,oqmd_18149,Tb,0.25,B
comp_oqmd_18149_Tl,oqmd_18149,Tl,0.75,A
comp_oqmd_18152_Tb,oqmd_18152,Tb,0.5,A
comp_oqmd_18152_Zn,oqmd_18152,Zn,0.5,A
comp_oqmd_18156_Tc,oqmd_18156,Tc,0.5,A
comp_oqmd_18156_Ti,oqmd_18156,Ti,0.5,A
comp_oqmd_18157_Tc,oqmd_18157,Tc,0.5,A
comp_oqmd_18157_V,oqmd_18157,V,0.5,A
comp_oqmd_18158_Te,oqmd_18158,Te,0.5,B
comp_oqmd_18158_Tm,oqmd_18158,Tm,0.5,A
comp_oqmd_18159_Te,oqmd_18159,Te,0.5,B
comp_oqmd_18159_Y,oqmd_18159,Y,0.5,A
comp_oqmd_18162_Th,oqmd_18162,Th,0.25,B
comp_oqmd_18162_Tl,oqmd_18162,Tl,0.75,A
comp_oqmd_18167_Ti,oqmd_18167,Ti,0.25,B
comp_oqmd_18167_Zn,oqmd_18167,Zn,0.75,A
comp_oqmd_18169_Tl,oqmd_18169,Tl,0.5,A
comp_oqmd_18169_Tm,oqmd_18169,Tm,0.5,A
comp_oqmd_18170_Tl,oqmd_18170,Tl,0.75,A
comp_oqmd_18170_Tm,oqmd_18170,Tm,0.25,B
