entry_id,source_db,source_material_id,formula,reduced_formula,chemical_system,number_of_elements
oqmd_2012590,OQMD,2012590,LaS,LaS,La-S,2
oqmd_2012591,OQMD,2012591,LaSe,LaSe,La-Se,2
oqmd_2013280,OQMD,2013280,FeO,FeO,Fe-O,2
oqmd_2013669,OQMD,2013669,FeH,FeH,Fe-H,2
oqmd_2013938,OQMD,2013938,NpN,NpN,N-Np,2
oqmd_2013956,OQMD,2013956,IrN,IrN,Ir-N,2
oqmd_2013968,OQMD,2013968,TcC,TcC,C-Tc,2
oqmd_2013976,OQMD,2013976,AgC,AgC,Ag-C,2
oqmd_2013978,OQMD,2013978,CdC,CdC,C-Cd,2
oqmd_2013998,OQMD,2013998,CdN,CdN,Cd-N,2
oqmd_2014097,OQMD,2014097,TiN,TiN,N-Ti,2
oqmd_2014098,OQMD,2014098,TiN,TiN,N-Ti,2
oqmd_2014102,OQMD,2014102,HfN,HfN,Hf-N,2
oqmd_2014104,OQMD,2014104,VN,VN,N-V,2
oqmd_2014106,OQMD,2014106,NbN,NbN,N-Nb,2
oqmd_2014108,OQMD,2014108,TaN,TaN,N-Ta,2
oqmd_2014212,OQMD,2014212,CeS,CeS,Ce-S,2
oqmd_2014220,OQMD,2014220,LaTe,LaTe,La-Te,2
oqmd_2014221,OQMD,2014221,CeS,CeS,Ce-S,2
oqmd_2014222,OQMD,2014222,CeSe,CeSe,Ce-Se,2
oqmd_2014223,OQMD,2014223,CeTe,CeTe,Ce-Te,2
oqmd_2014224,OQMD,2014224,EuS,EuS,Eu-S,2
oqmd_2014225,OQMD,2014225,EuSe,EuSe,Eu-Se,2
oqmd_2014422,OQMD,2014422,NaN,NaN,N-Na,2
oqmd_2014423,OQMD,2014423,KN,KN,K-N,2
oqmd_2014542,OQMD,2014542,YP,YP,P-Y,2
oqmd_2014545,OQMD,2014545,YSb,YSb,Sb-Y,2
oqmd_2014546,OQMD,2014546,YSb,YSb,Sb-Y,2
oqmd_2014611,OQMD,2014611,HfPd,HfPd,Hf-Pd,2
oqmd_2014613,OQMD,2014613,HfIr,HfIr,Hf-Ir,2
oqmd_2014750,OQMD,2014750,OsC,OsC,C-Os,2
oqmd_2014751,OQMD,2014751,IrC,IrC,C-Ir,2
oqmd_2014753,OQMD,2014753,HfC,HfC,C-Hf,2
oqmd_2014754,OQMD,2014754,TaC,TaC,C-Ta,2
oqmd_2014755,OQMD,2014755,WC,WC,C-W,2
oqmd_2014756,OQMD,2014756,ReC,ReC,C-Re,2
oqmd_2014757,OQMD,2014757,OsC,OsC,C-Os,2
oqmd_2014758,OQMD,2014758,IrC,IrC,C-Ir,2
oqmd_2014759,OQMD,2014759,PtC,PtC,C-Pt,2
oqmd_2014843,OQMD,2014843,AlN,AlN,Al-N,2
oqmd_2014895,OQMD,2014895,TlN,TlN,N-Tl,2
oqmd_2014970,OQMD,2014970,TePb,TePb,Pb-Te,2
oqmd_2014997,OQMD,2014997,MoP,MoP,Mo-P,2
oqmd_2015003,OQMD,2015003,CdN,CdN,Cd-N,2
oqmd_2015164,OQMD,2015164,HoN,HoN,Ho-N,2
oqmd_2015166,OQMD,2015166,HoP,HoP,Ho-P,2
oqmd_2015168,OQMD,2015168,HoAs,HoAs,As-Ho,2
oqmd_2015170,OQMD,2015170,HoBi,HoBi,Bi-Ho,2
oqmd_2015171,OQMD,2015171,ErH,ErH,Er-H,2
oqmd_2015237,OQMD,2015237,PrBi,PrBi,Bi-Pr,2
oqmd_2015244,OQMD,2015244,DyP,DyP,Dy-P,2
oqmd_2015245,OQMD,2015245,DyAs,DyAs,As-Dy,2
oqmd_2015246,OQMD,2015246,DyAs,DyAs,As-Dy,2
oqmd_2015302,OQMD,2015302,TcN,TcN,N-Tc,2
oqmd_2015345,OQMD,2015345,AlCo,AlCo,Al-Co,2
oqmd_2015346,OQMD,2015346,CoW,CoW,Co-W,2
oqmd_2015347,OQMD,2015347,TiCo,TiCo,Co-Ti,2
oqmd_2015348,OQMD,2015348,VCo,VCo,Co-V,2
oqmd_2015349,OQMD,2015349,NbCo,NbCo,Co-Nb,2
oqmd_2015350,OQMD,2015350,TaCo,TaCo,Co-Ta,2
oqmd_2015351,OQMD,2015351,CrCo,CrCo,Co-Cr,2
oqmd_2015352,OQMD,2015352,CoMo,CoMo,Co-Mo,2
oqmd_2015353,OQMD,2015353,MnCo,MnCo,Co-Mn,2
oqmd_2015355,OQMD,2015355,CoNi,CoNi,Co-Ni,2
oqmd_2015402,OQMD,2015402,YTi,YTi,Ti-Y,2
oqmd_2015634,OQMD,2015634,NbC,NbC,C-Nb,2
oqmd_2015642,OQMD,2015642,TiFe,TiFe,Fe-Ti,2
oqmd_2016169,OQMD,2016169,TiH,TiH,H-Ti,2
oqmd_2016171,OQMD,2016171,VH,VH,H-V,2
oqmd_2016180,OQMD,2016180,PuBi,PuBi,Bi-Pu,2
oqmd_2016195,OQMD,2016195,MnSn,MnSn,Mn-Sn,2
oqmd_2016196,OQMD,2016196,MnSn,MnSn,Mn-Sn,2
oqmd_2016199,OQMD,2016199,MnSb,MnSb,Mn-Sb,2
oqmd_2016200,OQMD,2016200,MnSb,MnSb,Mn-Sb,2
oqmd_2016341,OQMD,2016341,RbSb,RbSb,Rb-Sb,2
oqmd_2016343,OQMD,2016343,RbTe,RbTe,Rb-Te,2
oqmd_2017405,OQMD,2017405,LaAs,LaAs,As-La,2
oqmd_2017949,OQMD,2017949,CdO,CdO,Cd-O,2
oqmd_2018051,OQMD,2018051,VRu,VRu,Ru-V,2
oqmd_2018128,OQMD,2018128,BaSe,BaSe,Ba-Se,2
oqmd_2018193,OQMD,2018193,YbSb,YbSb,Sb-Yb,2
oqmd_2019709,OQMD,2019709,NdN,NdN,N-Nd,2
oqmd_2019865,OQMD,2019865,CrN,CrN,Cr-N,2
oqmd_2019867,OQMD,2019867,MnN,MnN,Mn-N,2
oqmd_2019869,OQMD,2019869,FeN,FeN,Fe-N,2
oqmd_2019871,OQMD,2019871,CoN,CoN,Co-N,2
oqmd_2019873,OQMD,2019873,NiN,NiN,N-Ni,2
oqmd_2019875,OQMD,2019875,CuN,CuN,Cu-N,2
oqmd_2019877,OQMD,2019877,ZnN,ZnN,N-Zn,2
oqmd_2019925,OQMD,2019925,DySb,DySb,Dy-Sb,2
oqmd_2019926,OQMD,2019926,HoSb,HoSb,Ho-Sb,2
oqmd_2019927,OQMD,2019927,ErSb,ErSb,Er-Sb,2
oqmd_2019928,OQMD,2019928,TmSb,TmSb,Sb-Tm,2
oqmd_2020985,OQMD,2020985,MgO,MgO,Mg-O,2
oqmd_2023377,OQMD,2023377,ThC,ThC,C-Th,2
oqmd_2023734,OQMD,2023734,SmSb,SmSb,Sb-Sm,2
oqmd_2023869,OQMD,2023869,BiS,BiS,Bi-S,2
oqmd_20241,OQMD,20241,MoN,MoN,Mo-N,2
oqmd_2024177,OQMD,2024177,HRu,HRu,H-Ru,2
oqmd_20242,OQMD,20242,MoN,MoN,Mo-N,2
oqmd_2025608,OQMD,2025608,InAg,InAg,Ag-In,2
oqmd_2027931,OQMD,2027931,PaN,PaN,N-Pa,2
oqmd_20281,OQMD,20281,YP,YP,P-Y,2
oqmd_20282,OQMD,20282,YAs,YAs,As-Y,2
oqmd_2029427,OQMD,2029427,ScH,ScH,H-Sc,2
oqmd_2029479,OQMD,2029479,WN,WN,N-W,2
oqmd_2029493,OQMD,2029493,CaO,CaO,Ca-O,2
oqmd_2029525,OQMD,2029525,CsXe,CsXe,Cs-Xe,2
oqmd_2029544,OQMD,2029544,ArMg,ArMg,Ar-Mg,2
oqmd_2029546,OQMD,2029546,MgXe,MgXe,Mg-Xe,2
oqmd_2029755,OQMD,2029755,CsSe,CsSe,Cs-Se,2
oqmd_2029756,OQMD,2029756,CsSe,CsSe,Cs-Se,2
oqmd_2030022,OQMD,2030022,YbC,YbC,C-Yb,2
oqmd_2030203,OQMD,2030203,GaAs,GaAs,As-Ga,2
oqmd_2030303,OQMD,2030303,CaAl,CaAl,Al-Ca,2
oqmd_2030304,OQMD,2030304,MgAl,MgAl,Al-Mg,2
oqmd_2030306,OQMD,2030306,CaMg,CaMg,Ca-Mg,2
oqmd_2030339,OQMD,2030339,NaBi,NaBi,Bi-Na,2
oqmd_2030393,OQMD,2030393,NiMo,NiMo,Mo-Ni,2
oqmd_2030395,OQMD,2030395,ZrNi,ZrNi,Ni-Zr,2
oqmd_2030400,OQMD,2030400,ZrMo,ZrMo,Mo-Zr,2
oqmd_2030425,OQMD,2030425,ZnS,ZnS,S-Zn,2
oqmd_2030450,OQMD,2030450,TiNb,TiNb,Nb-Ti,2
oqmd_2030475,OQMD,2030475,PmN,PmN,N-Pm,2
oqmd_2030478,OQMD,2030478,EuN,EuN,Eu-N,2
oqmd_2030481,OQMD,2030481,YbN,YbN,N-Yb,2
oqmd_2030502,OQMD,2030502,NiW,NiW,Ni-W,2
oqmd_2030504,OQMD,2030504,AlW,AlW,Al-W,2
oqmd_2030839,OQMD,2030839,AgBr,AgBr,Ag-Br,2
oqmd_2030842,OQMD,2030842,AgCl,AgCl,Ag-Cl,2
oqmd_2030890,OQMD,2030890,MgCu,MgCu,Cu-Mg,2
oqmd_2030938,OQMD,2030938,YOs,YOs,Os-Y,2
oqmd_2030940,OQMD,2030940,NbTc,NbTc,Nb-Tc,2
oqmd_2031148,OQMD,2031148,LiZn,LiZn,Li-Zn,2
oqmd_2031194,OQMD,2031194,InSe,InSe,In-Se,2
oqmd_2031349,OQMD,2031349,TaNi,TaNi,Ni-Ta,2
oqmd_2031351,OQMD,2031351,TaAl,TaAl,Al-Ta,2
oqmd_2031521,OQMD,2031521,BaCl,BaCl,Ba-Cl,2
oqmd_2031522,OQMD,2031522,BaCl,BaCl,Ba-Cl,2
oqmd_2031531,OQMD,2031531,TaAs,TaAs,As-Ta,2
oqmd_2031534,OQMD,2031534,TaAs,TaAs,As-Ta,2
oqmd_2031815,OQMD,2031815,CrC,CrC,C-Cr,2
oqmd_2031821,OQMD,2031821,MoC,MoC,C-Mo,2
oqmd_2032446,OQMD,2032446,TiZn,TiZn,Ti-Zn,2
oqmd_2032652,OQMD,2032652,MoH,MoH,H-Mo,2
oqmd_2032671,OQMD,2032671,SnAs,SnAs,As-Sn,2
oqmd_2032681,OQMD,2032681,TiBi,TiBi,Bi-Ti,2
oqmd_2032721,OQMD,2032721,KF,KF,F-K,2
oqmd_2032723,OQMD,2032723,NaBr,NaBr,Br-Na,2
oqmd_2032725,OQMD,2032725,NaF,NaF,F-Na,2
oqmd_2032726,OQMD,2032726,NaI,NaI,I-Na,2
oqmd_2032781,OQMD,2032781,KSe,KSe,K-Se,2
oqmd_2032783,OQMD,2032783,KSe,KSe,K-Se,2
oqmd_2032785,OQMD,2032785,KTe,KTe,K-Te,2
oqmd_2032787,OQMD,2032787,KTe,KTe,K-Te,2
oqmd_2032907,OQMD,2032907,CeN,CeN,Ce-N,2
oqmd_2033256,OQMD,2033256,BaS,BaS,Ba-S,2
oqmd_2033514,OQMD,2033514,SnRu,SnRu,Ru-Sn,2
oqmd_2033593,OQMD,2033593,CoH,CoH,Co-H,2
oqmd_2033964,OQMD,2033964,CaCu,CaCu,Ca-Cu,2
oqmd_2033971,OQMD,2033971,CuH,CuH,Cu-H,2
oqmd_2033997,OQMD,2033997,LiH,LiH,H-Li,2
oqmd_2034071,OQMD,2034071,GeRu,GeRu,Ge-Ru,2
oqmd_2034282,OQMD,2034282,TbN,TbN,N-Tb,2
oqmd_2034284,OQMD,2034284,TbO,TbO,O-Tb,2
oqmd_2034286,OQMD,2034286,TbO,TbO,O-Tb,2
oqmd_2034290,OQMD,2034290,TbS,TbS,S-Tb,2
oqmd_2034294,OQMD,2034294,TbSe,TbSe,Se-Tb,2
oqmd_2034311,OQMD,2034311,CrBi,CrBi,Bi-Cr,2
oqmd_2034318,OQMD,2034318,VBi,VBi,Bi-V,2
oqmd_2034328,OQMD,2034328,CaAs,CaAs,As-Ca,2
oqmd_2034333,OQMD,2034333,CaN,CaN,Ca-N,2
oqmd_2034376,OQMD,2034376,SiMo,SiMo,Mo-Si,2
oqmd_2034378,OQMD,2034378,GeMo,GeMo,Ge-Mo,2
oqmd_2034380,OQMD,2034380,SnMo,SnMo,Mo-Sn,2
oqmd_2034443,OQMD,2034443,ScCoO2,ScCoO2,Co-O-Sc,3
oqmd_2034445,OQMD,2034445,TiCoO2,TiCoO2,Co-O-Ti,3
oqmd_2034447,OQMD,2034447,VCoO2,VCoO2,Co-O-V,3
oqmd_2034449,OQMD,2034449,CrCoO2,CrCoO2,Co-Cr-O,3
oqmd_2034451,OQMD,2034451,MnCoO2,MnCoO2,Co-Mn-O,3
oqmd_2034453,OQMD,2034453,FeCoO2,FeCoO2,Co-Fe-O,3
oqmd_2034455,OQMD,2034455,CoNiO2,CoNiO2,Co-Ni-O,3
oqmd_2034457,OQMD,2034457,CoCuO2,CoCuO2,Co-Cu-O,3
oqmd_2034459,OQMD,2034459,ZnCoO2,ZnCoO2,Co-O-Zn,3
oqmd_2034874,OQMD,2034874,KTiO2,KTiO2,K-O-Ti,3
oqmd_2034879,OQMD,2034879,KVO2,KVO2,K-O-V,3
oqmd_2034884,OQMD,2034884,KCrO2,KCrO2,Cr-K-O,3
oqmd_2034914,OQMD,2034914,ScBi,ScBi,Bi-Sc,2
oqmd_2034916,OQMD,2034916,YBi,YBi,Bi-Y,2
oqmd_2034939,OQMD,2034939,TbAs,TbAs,As-Tb,2
oqmd_2034995,OQMD,2034995,TiO,TiO,O-Ti,2
oqmd_2035313,OQMD,2035313,HeThO2,HeThO2,He-O-Th,3
oqmd_2035314,OQMD,2035314,FeC,FeC,C-Fe,2
oqmd_2035434,OQMD,2035434,LiS,LiS,Li-S,2
oqmd_2035439,OQMD,2035439,LiSe,LiSe,Li-Se,2
oqmd_2035440,OQMD,2035440,LiSe,LiSe,Li-Se,2
oqmd_2035444,OQMD,2035444,LiTe,LiTe,Li-Te,2
oqmd_2035445,OQMD,2035445,LiTe,LiTe,Li-Te,2
oqmd_2035449,OQMD,2035449,LaMg,LaMg,La-Mg,2
oqmd_2035455,OQMD,2035455,NdMg,NdMg,Mg-Nd,2
oqmd_2035461,OQMD,2035461,SmMg,SmMg,Mg-Sm,2
oqmd_2035476,OQMD,2035476,InP,InP,In-P,2
oqmd_2035481,OQMD,2035481,CaN,CaN,Ca-N,2
oqmd_2035485,OQMD,2035485,CaC,CaC,C-Ca,2
oqmd_2035486,OQMD,2035486,CaC,CaC,C-Ca,2
oqmd_2035553,OQMD,2035553,BaBi,BaBi,Ba-Bi,2
oqmd_2035556,OQMD,2035556,BaBi,BaBi,Ba-Bi,2
oqmd_2035558,OQMD,2035558,CaBi,CaBi,Bi-Ca,2
oqmd_2035564,OQMD,2035564,CaBi,CaBi,Bi-Ca,2
oqmd_2035567,OQMD,2035567,SrBi,SrBi,Bi-Sr,2
oqmd_2035569,OQMD,2035569,SrBi,SrBi,Bi-Sr,2
oqmd_2035871,OQMD,2035871,CaS,CaS,Ca-S,2
oqmd_2035873,OQMD,2035873,CaSe,CaSe,Ca-Se,2
oqmd_2036146,OQMD,2036146,NiAg,NiAg,Ag-Ni,2
oqmd_2036165,OQMD,2036165,ZnC,ZnC,C-Zn,2
oqmd_2036459,OQMD,2036459,NbV,NbV,Nb-V,2
oqmd_2036463,OQMD,2036463,TaV,TaV,Ta-V,2
oqmd_2036467,OQMD,2036467,VMo,VMo,Mo-V,2
oqmd_2036471,OQMD,2036471,VW,VW,V-W,2
oqmd_2036475,OQMD,2036475,TaNb,TaNb,Nb-Ta,2
oqmd_2036479,OQMD,2036479,NbMo,NbMo,Mo-Nb,2
oqmd_2036483,OQMD,2036483,NbW,NbW,Nb-W,2
oqmd_2036487,OQMD,2036487,TaMo,TaMo,Mo-Ta,2
oqmd_2036491,OQMD,2036491,TaW,TaW,Ta-W,2
oqmd_2036495,OQMD,2036495,MoW,MoW,Mo-W,2
oqmd_2036678,OQMD,2036678,MnSi,MnSi,Mn-Si,2
oqmd_2036682,OQMD,2036682,TaP,TaP,P-Ta,2
oqmd_2036722,OQMD,2036722,CuH,CuH,Cu-H,2
oqmd_2036781,OQMD,2036781,MgN,MgN,Mg-N,2
oqmd_2036782,OQMD,2036782,MgN,MgN,Mg-N,2
oqmd_2036894,OQMD,2036894,FeSi,FeSi,Fe-Si,2
oqmd_2036995,OQMD,2036995,CrAs,CrAs,As-Cr,2
oqmd_2036997,OQMD,2036997,CrAs,CrAs,As-Cr,2
oqmd_2037001,OQMD,2037001,CrSb,CrSb,Cr-Sb,2
oqmd_2037004,OQMD,2037004,CrSe,CrSe,Cr-Se,2
oqmd_2037259,OQMD,2037259,MoP,MoP,Mo-P,2
oqmd_2037377,OQMD,2037377,VP,VP,P-V,2
oqmd_2037378,OQMD,2037378,BaC,BaC,Ba-C,2
oqmd_2037380,OQMD,2037380,BaC,BaC,Ba-C,2
oqmd_2037390,OQMD,2037390,BaN,BaN,Ba-N,2
oqmd_2037392,OQMD,2037392,BaN,BaN,Ba-N,2
oqmd_2037472,OQMD,2037472,ThBi,ThBi,Bi-Th,2
oqmd_2037480,OQMD,2037480,RhO,RhO,O-Rh,2
oqmd_2037503,OQMD,2037503,ScS,ScS,S-Sc,2
oqmd_2037505,OQMD,2037505,ScSe,ScSe,Sc-Se,2
oqmd_2037610,OQMD,2037610,AlMo,AlMo,Al-Mo,2
oqmd_2037614,OQMD,2037614,NbAl,NbAl,Al-Nb,2
oqmd_2037618,OQMD,2037618,AlV,AlV,Al-V,2
oqmd_2037987,OQMD,2037987,GaP,GaP,Ga-P,2
oqmd_20394,OQMD,20394,YN,YN,N-Y,2
oqmd_20443,OQMD,20443,AgI,AgI,Ag-I,2
oqmd_20463,OQMD,20463,CeMg,CeMg,Ce-Mg,2
oqmd_20464,OQMD,20464,PmMg,PmMg,Mg-Pm,2
oqmd_20465,OQMD,20465,EuMg,EuMg,Eu-Mg,2
oqmd_20466,OQMD,20466,GdMg,GdMg,Gd-Mg,2
oqmd_20467,OQMD,20467,ErMg,ErMg,Er-Mg,2
oqmd_20522,OQMD,20522,LaN,LaN,La-N,2
oqmd_20565,OQMD,20565,WC,WC,C-W,2
oqmd_20574,OQMD,20574,HgTe,HgTe,Hg-Te,2
oqmd_20674,OQMD,20674,Mn3Sb,Mn3Sb,Mn-Sb,2
oqmd_20684,OQMD,20684,ZnO,ZnO,O-Zn,2
oqmd_20721,OQMD,20721,YCu,YCu,Cu-Y,2
oqmd_20742,OQMD,20742,PtN,PtN,N-Pt,2
oqmd_20744,OQMD,20744,PtN,PtN,N-Pt,2
oqmd_20780,OQMD,20780,SrS,SrS,S-Sr,2
oqmd_20817,OQMD,20817,CoSb,CoSb,Co-Sb,2
oqmd_20836,OQMD,20836,ScAs,ScAs,As-Sc,2
oqmd_20837,OQMD,20837,ScSb,ScSb,Sb-Sc,2
oqmd_20917,OQMD,20917,UBi,UBi,Bi-U,2
oqmd_20918,OQMD,20918,UBi,UBi,Bi-U,2
oqmd_20929,OQMD,20929,AlFe,AlFe,Al-Fe,2
oqmd_21306,OQMD,21306,ErN,ErN,Er-N,2
oqmd_21307,OQMD,21307,ErP,ErP,Er-P,2
oqmd_21308,OQMD,21308,ErAs,ErAs,As-Er,2
oqmd_21315,OQMD,21315,Al3V,Al3V,Al-V,2
oqmd_21316,OQMD,21316,TiAl3,TiAl3,Al-Ti,2
oqmd_21322,OQMD,21322,RuN,RuN,N-Ru,2
oqmd_21323,OQMD,21323,RhN,RhN,N-Rh,2
oqmd_21324,OQMD,21324,AgN,AgN,Ag-N,2
oqmd_21325,OQMD,21325,OsN,OsN,N-Os,2
oqmd_21326,OQMD,21326,IrN,IrN,Ir-N,2
oqmd_21327,OQMD,21327,AuN,AuN,Au-N,2
oqmd_21386,OQMD,21386,MgTe,MgTe,Mg-Te,2
oqmd_21388,OQMD,21388,MoN,MoN,Mo-N,2
oqmd_21407,OQMD,21407,PrN,PrN,N-Pr,2
oqmd_21450,OQMD,21450,TcB,TcB,B-Tc,2
oqmd_21451,OQMD,21451,TcB,TcB,B-Tc,2
oqmd_21452,OQMD,21452,TcB,TcB,B-Tc,2
oqmd_21497,OQMD,21497,PmN,PmN,N-Pm,2
oqmd_21509,OQMD,21509,PdN,PdN,N-Pd,2
oqmd_21510,OQMD,21510,PdN,PdN,N-Pd,2
oqmd_21563,OQMD,21563,CrTe,CrTe,Cr-Te,2
oqmd_21570,OQMD,21570,VN,VN,N-V,2
oqmd_22045,OQMD,22045,BaO,BaO,Ba-O,2
oqmd_22221,OQMD,22221,NiC,NiC,C-Ni,2
oqmd_22242,OQMD,22242,ScN,ScN,N-Sc,2
oqmd_22243,OQMD,22243,ScP,ScP,P-Sc,2
oqmd_22245,OQMD,22245,PdAu3,PdAu3,Au-Pd,2
oqmd_22246,OQMD,22246,Pd3Au,Pd3Au,Au-Pd,2
oqmd_22256,OQMD,22256,OsC,OsC,C-Os,2
oqmd_22262,OQMD,22262,ScC,ScC,C-Sc,2
oqmd_22263,OQMD,22263,YC,YC,C-Y,2
oqmd_22264,OQMD,22264,YC,YC,C-Y,2
oqmd_22281,OQMD,22281,PtC,PtC,C-Pt,2
oqmd_22284,OQMD,22284,ZrC,ZrC,C-Zr,2
oqmd_22285,OQMD,22285,ZrN,ZrN,N-Zr,2
oqmd_22287,OQMD,22287,TbAl,TbAl,Al-Tb,2
oqmd_22298,OQMD,22298,SrO,SrO,O-Sr,2
oqmd_22304,OQMD,22304,ReN,ReN,N-Re,2
oqmd_22305,OQMD,22305,ReN,ReN,N-Re,2
oqmd_22369,OQMD,22369,RhC,RhC,C-Rh,2
oqmd_22370,OQMD,22370,PdC,PdC,C-Pd,2
oqmd_22409,OQMD,22409,AlCu3,AlCu3,Al-Cu,2
oqmd_22410,OQMD,22410,CuPd,CuPd,Cu-Pd,2
oqmd_22431,OQMD,22431,TcN,TcN,N-Tc,2
oqmd_22433,OQMD,22433,TcN,TcN,N-Tc,2
oqmd_22454,OQMD,22454,LiS,LiS,Li-S,2
oqmd_22455,OQMD,22455,NaS,NaS,Na-S,2
oqmd_22456,OQMD,22456,KS,KS,K-S,2
oqmd_22472,OQMD,22472,SiC,SiC,C-Si,2
oqmd_22474,OQMD,22474,GeC,GeC,C-Ge,2
oqmd_22476,OQMD,22476,SnC,SnC,C-Sn,2
oqmd_22530,OQMD,22530,MgAg,MgAg,Ag-Mg,2
oqmd_22533,OQMD,22533,CoN,CoN,Co-N,2
oqmd_23395,OQMD,23395,InPd3,InPd3,In-Pd,2
oqmd_23862,OQMD,23862,NaH,NaH,H-Na,2
oqmd_2577,OQMD,2577,MgO,MgO,Mg-O,2
oqmd_2578,OQMD,2578,MnO,MnO,Mn-O,2
oqmd_2579,OQMD,2579,CoO,CoO,Co-O,2
oqmd_2580,OQMD,2580,NiO,NiO,Ni-O,2
oqmd_27476,OQMD,27476,La3Ga,La3Ga,Ga-La,2
oqmd_27631,OQMD,27631,Ag3Pt,Ag3Pt,Ag-Pt,2
oqmd_27979,OQMD,27979,ZrAl3,ZrAl3,Al-Zr,2
oqmd_28016,OQMD,28016,CuAs,CuAs,As-Cu,2
oqmd_28037,OQMD,28037,GdAs,GdAs,As-Gd,2
oqmd_28054,OQMD,28054,InAs,InAs,As-In,2
oqmd_28120,OQMD,28120,ThAs,ThAs,As-Th,2
oqmd_28662,OQMD,28662,BaTe,BaTe,Ba-Te,2
oqmd_28716,OQMD,28716,CuBi,CuBi,Bi-Cu,2
oqmd_28742,OQMD,28742,MnBi,MnBi,Bi-Mn,2
oqmd_28939,OQMD,28939,TlC,TlC,C-Tl,2
oqmd_29003,OQMD,29003,LaCd,LaCd,Cd-La,2
oqmd_29007,OQMD,29007,LuCd,LuCd,Cd-Lu,2
oqmd_29013,OQMD,29013,NdCd,NdCd,Cd-Nd,2
oqmd_29020,OQMD,29020,PrCd,PrCd,Cd-Pr,2
oqmd_29026,OQMD,29026,CdS,CdS,Cd-S,2
oqmd_29029,OQMD,29029,ScCd,ScCd,Cd-Sc,2
oqmd_29034,OQMD,29034,SmCd,SmCd,Cd-Sm,2
oqmd_29039,OQMD,29039,TmCd,TmCd,Cd-Tm,2
oqmd_29043,OQMD,29043,YCd,YCd,Cd-Y,2
oqmd_29044,OQMD,29044,YbCd,YbCd,Cd-Yb,2
oqmd_29100,OQMD,29100,CeHg,CeHg,Ce-Hg,2
oqmd_29103,OQMD,29103,CeIn3,CeIn3,Ce-In,2
oqmd_29152,OQMD,29152,CePb3,CePb3,Ce-Pb,2
oqmd_29167,OQMD,29167,CeRh3,CeRh3,Ce-Rh,2
oqmd_29193,OQMD,29193,Ce3Sn,Ce3Sn,Ce-Sn,2
oqmd_29195,OQMD,29195,CeSn3,CeSn3,Ce-Sn,2
oqmd_29197,OQMD,29197,CeTe,CeTe,Ce-Te,2
oqmd_29199,OQMD,29199,CeTl3,CeTl3,Ce-Tl,2
oqmd_29201,OQMD,29201,Ce3Tl,Ce3Tl,Ce-Tl,2
oqmd_29359,OQMD,29359,HfCo,HfCo,Co-Hf,2
oqmd_29468,OQMD,29468,ScCo,ScCo,Co-Sc,2
oqmd_29521,OQMD,29521,TiCo3,TiCo3,Co-Ti,2
oqmd_29537,OQMD,29537,ZrCo,ZrCo,Co-Zr,2
oqmd_29551,OQMD,29551,CrH,CrH,Cr-H,2
oqmd_29555,OQMD,29555,CrIr3,CrIr3,Cr-Ir,2
oqmd_29575,OQMD,29575,CrPt3,CrPt3,Cr-Pt,2
oqmd_29642,OQMD,29642,GdCu,GdCu,Cu-Gd,2
oqmd_29686,OQMD,29686,HoCu,HoCu,Cu-Ho,2
oqmd_29766,OQMD,29766,Cu3Pt,Cu3Pt,Cu-Pt,2
oqmd_29784,OQMD,29784,ScCu,ScCu,Cu-Sc,2
oqmd_29804,OQMD,29804,CuSn,CuSn,Cu-Sn,2
oqmd_29816,OQMD,29816,TbCu,TbCu,Cu-Tb,2
oqmd_29826,OQMD,29826,TmCu,TmCu,Cu-Tm,2
oqmd_29834,OQMD,29834,ZrCu,ZrCu,Cu-Zr,2
oqmd_29867,OQMD,29867,DyHg,DyHg,Dy-Hg,2
oqmd_29868,OQMD,29868,DyIn,DyIn,Dy-In,2
oqmd_29905,OQMD,29905,DyPb3,DyPb3,Dy-Pb,2
oqmd_29914,OQMD,29914,DyPt3,DyPt3,Dy-Pt,2
oqmd_29922,OQMD,29922,DyRh,DyRh,Dy-Rh,2
oqmd_29948,OQMD,29948,DyTl3,DyTl3,Dy-Tl,2
oqmd_29957,OQMD,29957,DyZn,DyZn,Dy-Zn,2
oqmd_29969,OQMD,29969,ErGa3,ErGa3,Er-Ga,2
oqmd_29989,OQMD,29989,ErHg,ErHg,Er-Hg,2
oqmd_30000,OQMD,30000,ErIr,ErIr,Er-Ir,2
oqmd_30004,OQMD,30004,ErMg,ErMg,Er-Mg,2
oqmd_30025,OQMD,30025,ErPd,ErPd,Er-Pd,2
oqmd_30031,OQMD,30031,ErPt3,ErPt3,Er-Pt,2
oqmd_30040,OQMD,30040,ErRh,ErRh,Er-Rh,2
oqmd_30058,OQMD,30058,ErTe,ErTe,Er-Te,2
oqmd_30060,OQMD,30060,ErTe,ErTe,Er-Te,2
oqmd_30061,OQMD,30061,ErTl,ErTl,Er-Tl,2
oqmd_30065,OQMD,30065,ErTl3,ErTl3,Er-Tl,2
oqmd_30067,OQMD,30067,ErZn,ErZn,Er-Zn,2
oqmd_30123,OQMD,30123,EuPb3,EuPb3,Eu-Pb,2
oqmd_30129,OQMD,30129,EuPd3,EuPd3,Eu-Pd,2
oqmd_30151,OQMD,30151,EuTe,EuTe,Eu-Te,2
oqmd_30152,OQMD,30152,EuTl,EuTl,Eu-Tl,2
