directory,composition,structure_type,element_A,element_B,a_DFT,a_calc,error,rel_error_pct
Cd3Ir1,Ir1Cd3,L12,Cd,Ir,4.2058,3.7353930717904054,-0.4704069282095946,-11.18471939249595
Cd3La1,La1Cd3,L12,Cd,La,4.54908,4.1581594462245945,-0.39092055377540547,-8.593398088743339
Cd3Lu1,Lu1Cd3,L12,Cd,Lu,4.43827,4.047585074034184,-0.3906849259658163,-8.802639901714322
Cd3Mg1,Mg1Cd3,L12,Cd,Mg,4.37566,3.937994048013568,-0.4376659519864319,-10.002284272233947
Cd3Mn1,Mn1Cd3,L12,Cd,Mn,4.26566,3.6763636268231923,-0.5892963731768073,-13.814893197695252
Cd3Mo1,Mo1Cd3,L12,Cd,Mo,4.23958,3.809995383328328,-0.42958461667167214,-10.132716369821352
Cd3Nb1,Nb1Cd3,L12,Cd,Nb,4.29245,3.8754107032786282,-0.4170392967213714,-9.715647164704807
Cd3Nd1,Nd1Cd3,L12,Cd,Nd,4.51817,4.0316621770286005,-0.48650782297139905,-10.767806943328806
Cd3Ni1,Ni1Cd3,L12,Cd,Ni,4.18413,3.6450270588529605,-0.5391029411470392,-12.88446920021699
Cd3Os1,Os1Cd3,L12,Cd,Os,4.19589,3.748168791338251,-0.44772120866174925,-10.670470595314683
Cd3Pb1,Pb1Cd3,L12,Cd,Pb,4.49645,4.1181758182057004,-0.37827418179429984,-8.412729637698625
Cd3Pd1,Pd1Cd3,L12,Cd,Pd,4.2495,3.7618950322073386,-0.4876049677926617,-11.474407996062165
Cd3Pr1,Pr1Cd3,L12,Cd,Pr,4.56793,4.032980671113806,-0.534949328886194,-11.710979128099467
Cd3Pt1,Pt1Cd3,L12,Cd,Pt,4.24464,3.7739105585143577,-0.47072944148564266,-11.0899732718356
Cd3Rh1,Rh1Cd3,L12,Cd,Rh,4.2079,3.7159065809363088,-0.49199341906369165,-11.692136673012467
Cd3Ru1,Ru1Cd3,L12,Cd,Ru,4.19604,3.7455523557090404,-0.45048764429095955,-10.73601882467659
Cd3Sc1,Sc1Cd3,L12,Cd,Sc,4.38153,3.9649627408583594,-0.4165672591416403,-9.507346957378822
Cd3Si1,Si1Cd3,L12,Cd,Si,4.34901,3.7511056625211623,-0.5979043374788375,-13.748056166319175
Cd3Sm1,Sm1Cd3,L12,Cd,Sm,4.21631,4.091919652779301,-0.1243903472206993,-2.9502182529439085
Cd3Sn1,Sn1Cd3,L12,Cd,Sn,4.45976,4.038484620553554,-0.42127537944644633,-9.446144623173586
Cd3Sr1,Sr1Cd3,L12,Cd,Sr,4.54974,4.216718243332997,-0.3330217566670033,-7.319577748772529
Cd3Ta1,Ta1Cd3,L12,Cd,Ta,4.2823,3.846932341853807,-0.4353676581461934,-10.166678143665631
Cd3Tb1,Tb1Cd3,L12,Cd,Tb,4.0,3.9757108944719186,-0.02428910552808139,-0.6072276382020347
Cd3Tc1,Tc1Cd3,L12,Cd,Tc,4.22365,3.745018424965634,-0.47863157503436593,-11.332178921889028
Cd3Ti1,Ti1Cd3,L12,Cd,Ti,4.29281,3.799816549900152,-0.4929934500998483,-11.484166550577553
Cd3Tm1,Tm1Cd3,L12,Cd,Tm,4.19424,3.986402991720476,-0.20783700827952378,-4.955296031689264
Cd3V1,V1Cd3,L12,Cd,V,4.23139,3.7434271644917687,-0.4879628355082315,-11.531974965867752
Cd3W1,W1Cd3,L12,Cd,W,4.23525,3.821027778910159,-0.41422222108984075,-9.780348765476436
Cd3Y1,Y1Cd3,L12,Cd,Y,4.46585,4.113622461997453,-0.3522275380025466,-7.88713319978384
Cd3Zn1,Zn1Cd3,L12,Cd,Zn,4.32842,3.776603446973826,-0.5518165530261743,-12.748683192161902
Cd3Zr1,Zr1Cd3,L12,Cd,Zr,4.37469,3.9627520009487305,-0.4119379990512697,-9.416392911298164
Ce3Ag1,Ag1Ce3,L12,Ce,Ag,4.57244,3.975106046672606,-0.5973339533273943,-13.063789865529
Ce3Al1,Ce3Al1,L12,Ce,Al,4.33999,3.9310447286931898,-0.40894527130681047,-9.422723815188755
Ce3Au1,Au1Ce3,L12,Ce,Au,4.57556,3.977512828458694,-0.5980471715413063,-13.070469440709031
Ce3Ba1,Ba1Ce3,L12,Ce,Ba,4.73077,4.4547293013692,-0.2760406986307995,-5.835005688942804
Ce3Ca1,Ca1Ce3,L12,Ce,Ca,4.69048,4.286638341050473,-0.40384165894952684,-8.609815177754236
Ce3Cd1,Cd1Ce3,L12,Ce,Cd,4.57699,4.025266084906662,-0.551723915093338,-12.054295838385881
Ce3Ce1,Ce4,L12,Ce,Ce,4.56342,4.121471415494436,-0.44194858450556396,-9.684591479757813
Ce3Co1,Co1Ce3,L12,Ce,Co,4.407,3.747907900503916,-0.659092099496084,-14.955572940687182
Ce3Cr1,Cr1Ce3,L12,Ce,Cr,4.44145,3.8064593769992627,-0.6349906230007369,-14.296921568423308
Ce3Cu1,Cu1Ce3,L12,Ce,Cu,4.4236,3.8158765911028563,-0.6077234088971442,-13.738208899926397
Ce3Dy1,Dy1Ce3,L12,Ce,Dy,3.90674,4.1517753200597065,0.2450353200597064,6.27211741911943
Ce3Er1,Er1Ce3,L12,Ce,Er,4.00138,4.019660988927551,0.018280988927551256,0.4568671040378883
Ce3Eu1,Eu1Ce3,L12,Ce,Eu,4.98339,4.2215033228642005,-0.7618866771357995,-15.288522012842654
Ce3Fe1,Fe1Ce3,L12,Ce,Fe,4.40135,3.7674603174574863,-0.6338896825425135,-14.40216484811509
Ce3Ga1,Ce3Ga1,L12,Ce,Ga,4.34453,3.958957768211174,-0.3855722317888257,-8.874889384785597
Ce3Gd1,Gd1Ce3,L12,Ce,Gd,4.20477,4.20896232612036,0.004192326120359802,0.0997040532623616
Ce3Ge1,Ge1Ce3,L12,Ce,Ge,4.53118,3.968779221031738,-0.5624007789682621,-12.411795138755515
Ce3Hf1,Hf1Ce3,L12,Ce,Hf,4.59579,4.053899996804628,-0.5418900031953724,-11.791008797081076
Ce3Hg1,Hg1Ce3,L12,Ce,Hg,4.63105,4.081345817251841,-0.549704182748159,-11.869968640981183
Ce3In1,Ce3In1,L12,Ce,In,4.71975,4.141646950419762,-0.5781030495802382,-12.248594725996888
Ce3Ir1,Ir1Ce3,L12,Ce,Ir,4.48758,3.8549417298965345,-0.6326382701034658,-14.097537427822251
Ce3La1,La1Ce3,L12,Ce,La,4.65456,4.277708104330724,-0.3768518956692759,-8.096402144762898
Ce3Lu1,Lu1Ce3,L12,Ce,Lu,4.64993,4.167133732140312,-0.48279626785968865,-10.382871739137764
Ce3Mg1,Mg1Ce3,L12,Ce,Mg,4.62383,4.057542706119697,-0.5662872938803032,-12.24714779480005
Ce3Mn1,Mn1Ce3,L12,Ce,Mn,4.40623,3.795912284929321,-0.6103177150706789,-13.85124505690077
Ce3Mo1,Mo1Ce3,L12,Ce,Mo,4.49697,3.9295440414344562,-0.5674259585655439,-12.617961840206714
Ce3Nb1,Nb1Ce3,L12,Ce,Nb,4.54889,3.994959361384758,-0.5539306386152423,-12.177270468515227
Ce3Nd1,Nd1Ce3,L12,Ce,Nd,4.58264,4.151210835134729,-0.4314291648652704,-9.414424106307072
Ce3Ni1,Ni1Ce3,L12,Ce,Ni,4.42482,3.7645757169590897,-0.6602442830409108,-14.921381729446864
Ce3Os1,Os1Ce3,L12,Ce,Os,4.47175,3.86771744944438,-0.6040325505556203,-13.507744184169962
Ce3Pb1,Ce3Pb1,L12,Ce,Pb,4.88869,4.237724476311829,-0.6509655236881713,-13.315745602363235
Ce3Pd1,Pd1Ce3,L12,Ce,Pd,4.51535,3.8814436903134673,-0.6339063096865325,-14.038918570798112
Ce3Pr1,Pr1Ce3,L12,Ce,Pr,4.56367,4.1525293292199335,-0.41114067078006666,-9.008992122131238
Ce3Pt1,Pt1Ce3,L12,Ce,Pt,4.52174,3.8934592166204864,-0.6282807833795139,-13.894668498841458
Ce3Re1,Re1Ce3,L12,Ce,Re,4.477,3.876814121086595,-0.6001858789134054,-13.405983446803782
Ce3Rh1,Rh1Ce3,L12,Ce,Rh,4.48098,3.8354552390424375,-0.6455247609575623,-14.405883555774905
Ce3Ru1,Ru1Ce3,L12,Ce,Ru,4.46372,3.8651010138151687,-0.5986189861848317,-13.410764702643347
Ce3Sc1,Sc1Ce3,L12,Ce,Sc,4.60384,4.084511398964488,-0.5193286010355118,-11.280335568471358
Ce3Si1,Si1Ce3,L12,Ce,Si,4.49972,3.8706543206272905,-0.6290656793727094,-13.98010719272998
Ce3Sm1,Sm1Ce3,L12,Ce,Sm,4.60121,4.211468310885429,-0.38974168911457063,-8.470417327497998
Ce3Sn1,Ce3Sn1,L12,Ce,Sn,4.71638,4.1580332786596825,-0.5583467213403175,-11.83845918565335
Ce3Sr1,Sr1Ce3,L12,Ce,Sr,4.72566,4.336266901439125,-0.3893930985608751,-8.239972798738696
Ce3Ta1,Ta1Ce3,L12,Ce,Ta,4.5481,3.9664809999599355,-0.5816190000400643,-12.788175282866787
Ce3Tb1,Tb1Ce3,L12,Ce,Tb,4.26364,4.095259552578047,-0.1683804474219528,-3.949218213121952
Ce3Tc1,Tc1Ce3,L12,Ce,Tc,4.4682,3.8645670830717624,-0.603632916928238,-13.5095321813759
Ce3Ti1,Ti1Ce3,L12,Ce,Ti,4.52615,3.91936520800628,-0.6067847919937202,-13.406201561895212
Ce3Tm1,Tm1Ce3,L12,Ce,Tm,4.21575,4.105951649826605,-0.10979835017339479,-2.6044796340721055
Ce3V1,V1Ce3,L12,Ce,V,4.47767,3.862975822597898,-0.614694177402102,-13.727991955684585
Ce3W1,W1Ce3,L12,Ce,W,4.50589,3.9405764370162877,-0.5653135629837123,-12.546102168133539
Ce3Y1,Y1Ce3,L12,Ce,Y,4.67052,4.233171120103582,-0.437348879896418,-9.364029698971807
Ce3Zn1,Zn1Ce3,L12,Ce,Zn,4.50891,3.8961521050799544,-0.6127578949200458,-13.589934039935281
Ce3Zr1,Zr1Ce3,L12,Ce,Zr,4.60238,4.082300659054859,-0.5200793409451414,-11.300225990577514
Co3Ag1,Ag1Co3,L12,Co,Ag,3.68671,3.5109008237220913,-0.17580917627790882,-4.768728114712272
Co3Al1,Al1Co3,L12,Co,Al,3.57225,3.466839505742675,-0.10541049425732485,-2.9508151517202004
Co3Au1,Au1Co3,L12,Co,Au,3.69598,3.5133076055081793,-0.1826723944918207,-4.9424616608266465
Co3Ba1,Ba1Co3,L12,Co,Ba,4.0947,3.990524078418685,-0.1041759215813145,-2.544164934703751
Co3Ca1,Ca1Co3,L12,Co,Ca,3.86203,3.822433118099958,-0.03959688190004185,-1.0252867507513368
Co3Cd1,Cd1Co3,L12,Co,Cd,3.7415,3.5610608619561472,-0.1804391380438526,-4.822641668952361
Co3Ce1,Ce1Co3,L12,Co,Ce,3.8258,3.6572661925439207,-0.16853380745607938,-4.405191266037937
Co3Co1,Co4,L12,Co,Co,3.51883,3.2837026775534013,-0.23512732244659862,-6.681974475794473
Co3Cr1,Cr1Co3,L12,Co,Cr,3.47198,3.342254154048748,-0.1297258459512518,-3.7363650122193044
Co3Cu1,Cu1Co3,L12,Co,Cu,3.54366,3.3516713681523416,-0.19198863184765846,-5.417806218645651
Co3Dy1,Dy1Co3,L12,Co,Dy,3.76621,3.687570097109191,-0.07863990289080913,-2.0880381840314035
Co3Er1,Er1Co3,L12,Co,Er,3.5318,3.5554557659770367,0.02365576597703667,0.6697934757641052
Co3Eu1,Eu1Co3,L12,Co,Eu,4.02651,3.7572980999136862,-0.2692119000863138,-6.685986129087318
Co3Fe1,Fe1Co3,L12,Co,Fe,3.53687,3.3032550945069716,-0.23361490549302832,-6.60513124579157
Co3Ga1,Ga1Co3,L12,Co,Ga,3.5864,3.4947525452606594,-0.09164745473934044,-2.555416427039383
Co3Gd1,Gd1Co3,L12,Co,Gd,4.0,3.744757103169844,-0.2552428968301559,-6.381072420753897
Co3Ge1,Ge1Co3,L12,Co,Ge,3.56975,3.504573998081223,-0.06517600191877682,-1.8257861732271679
Co3Hf1,Hf1Co3,L12,Co,Hf,3.68953,3.5896947738541116,-0.09983522614588836,-2.70590633890735
Co3Hg1,Hg1Co3,L12,Co,Hg,3.76373,3.617140594301326,-0.14658940569867385,-3.8947906916456243
Co3Ho1,Ho1Co3,L12,Co,Ho,4.15777,3.663325013193894,-0.49444498680610627,-11.892071634700963
Co3In1,In1Co3,L12,Co,In,3.74866,3.677441727469246,-0.07121827253075397,-1.8998328077434061
Co3Ir1,Ir1Co3,L12,Co,Ir,3.62143,3.39073650694602,-0.23069349305398035,-6.370232009288605
Co3La1,La1Co3,L12,Co,La,3.93923,3.813502881380209,-0.1257271186197908,-3.191667372044557
Co3Lu1,Lu1Co3,L12,Co,Lu,3.81259,3.7029285091897974,-0.10966149081020271,-2.876299072551801
Co3Mg1,Mg1Co3,L12,Co,Mg,3.66093,3.5933374831691816,-0.06759251683081846,-1.8463209302231527
Co3Mn1,Mn1Co3,L12,Co,Mn,3.46125,3.331707061978806,-0.12954293802119432,-3.7426634314537903
Co3Mo1,Mo1Co3,L12,Co,Mo,3.58137,3.4653388184839415,-0.11603118151605862,-3.239854623120723
Co3Nb1,Nb1Co3,L12,Co,Nb,3.63846,3.5307541384342422,-0.10770586156575757,-2.9602046350862063
Co3Nd1,Nd1Co3,L12,Co,Nd,4.0,3.687005612184214,-0.3129943878157859,-7.8248596953946485
Co3Ni1,Ni1Co3,L12,Co,Ni,3.51765,3.300370494008574,-0.2172795059914261,-6.176836978989555
Co3Os1,Os1Co3,L12,Co,Os,3.56537,3.403512226493865,-0.16185777350613506,-4.53971883720722
Co3Pb1,Pb1Co3,L12,Co,Pb,3.7956,3.7735192533613144,-0.022080746638685422,-0.5817458804585683
Co3Pd1,Pd1Co3,L12,Co,Pd,3.64718,3.4172384673629526,-0.22994153263704753,-6.304638998816826
Co3Pr1,Pr1Co3,L12,Co,Pr,3.76036,3.688324106269419,-0.07203589373058072,-1.9156648227983681
Co3Pt1,Pt1Co3,L12,Co,Pt,3.65835,3.4292539936699717,-0.22909600633002825,-6.262276882475111
Co3Re1,Re1Co3,L12,Co,Re,3.56892,3.4126088981360803,-0.1563111018639196,-4.379787214729375
Co3Rh1,Rh1Co3,L12,Co,Rh,3.61199,3.3712500160919228,-0.24073998390807727,-6.665023544031884
Co3Ru1,Ru1Co3,L12,Co,Ru,3.57295,3.400895790864654,-0.17205420913534608,-4.8154664670747165
Co3Sc1,Sc1Co3,L12,Co,Sc,3.71255,3.620306176013973,-0.09224382398602682,-2.484648664288072
Co3Si1,Si1Co3,L12,Co,Si,3.47435,3.4064490976767754,-0.06790090232322443,-1.9543483622324875
Co3Sm1,Sm1Co3,L12,Co,Sm,3.76166,3.7472630879349147,-0.01439691206508531,-0.38272762729979076
Co3Sn1,Sn1Co3,L12,Co,Sn,3.72526,3.693828055709167,-0.03143194429083307,-0.8437516922532405
Co3Sr1,Sr1Co3,L12,Co,Sr,4.00809,3.87206167848861,-0.13602832151139,-3.3938439883183755
Co3Ta1,Ta1Co3,L12,Co,Ta,3.62561,3.502275777009421,-0.12333422299057917,-3.4017509602681804
Co3Tb1,Tb1Co3,L12,Co,Tb,3.93883,3.6310543296275326,-0.3077756703724672,-7.813885604924995
Co3Tc1,Tc1Co3,L12,Co,Tc,3.55506,3.4003618601212477,-0.15469813987875236,-4.351491673241868
Co3Ti1,Ti1Co3,L12,Co,Ti,3.56775,3.4551599850557655,-0.1125900149442347,-3.1557708624268708
Co3Tm1,Tm1Co3,L12,Co,Tm,3.78251,3.64174642687609,-0.14076357312390986,-3.7214329406639997
Co3V1,V1Co3,L12,Co,V,3.50251,3.398770599647383,-0.10373940035261686,-2.961858791341548
Co3W1,W1Co3,L12,Co,W,3.58393,3.476371214065773,-0.10755878593422707,-3.001140812857033
Co3Y1,Y1Co3,L12,Co,Y,3.86173,3.768965897153066,-0.09276410284693393,-2.402138493549107
Co3Zn1,Zn1Co3,L12,Co,Zn,3.58469,3.4319468821294397,-0.1527431178705605,-4.260985409353681
Co3Zr1,Zr1Co3,L12,Co,Zr,3.70999,3.618095436104344,-0.09189456389565587,-2.4769490994761676
Cr3Ag1,Ag1Cr3,L12,Cr,Ag,3.72314,3.583659270706118,-0.139480729293882,-3.7463197541290953
Cr3Al1,Al1Cr3,L12,Cr,Al,3.66607,3.5395979527267016,-0.1264720472732983,-3.4497990292956304
Cr3Au1,Au1Cr3,L12,Cr,Au,3.7328,3.5860660524922054,-0.14673394750779467,-3.9309351561239465
Cr3Ba1,Ba1Cr3,L12,Cr,Ba,4.70515,4.063282525402712,-0.6418674745972881,-13.641806841382062
Cr3Ca1,Ca1Cr3,L12,Cr,Ca,3.99779,3.895191565083984,-0.10259843491601606,-2.5663787971858465
Cr3Cd1,Cd1Cr3,L12,Cr,Cd,3.77666,3.6338193089401742,-0.14284069105982589,-3.7821962014008643
Cr3Ce1,Ce1Cr3,L12,Cr,Ce,4.03382,3.7300246395279473,-0.30379536047205313,-7.531207651111183
Cr3Co1,Co1Cr3,L12,Cr,Co,3.5533,3.3564611245374274,-0.19683887546257273,-5.539607560931324
Cr3Cr1,Cr4,L12,Cr,Cr,3.60694,3.4150126010327746,-0.19192739896722522,-5.321058819032898
Cr3Cu1,Cu1Cr3,L12,Cr,Cu,3.58878,3.4244298151363686,-0.1643501848636313,-4.579555861981824
Cr3Dy1,Dy1Cr3,L12,Cr,Dy,4.0,3.7603285440932175,-0.23967145590678252,-5.9917863976695624
Cr3Er1,Er1Cr3,L12,Cr,Er,3.6441,3.6282142129610633,-0.015885787038936616,-0.4359316988813868
Cr3Eu1,Eu1Cr3,L12,Cr,Eu,4.0,3.8300565468977132,-0.16994345310228676,-4.2485863275571685
Cr3Fe1,Fe1Cr3,L12,Cr,Fe,3.55912,3.376013541490998,-0.18310645850900187,-5.144711572214533
Cr3Ga1,Ga1Cr3,L12,Cr,Ga,3.65671,3.5675109922446855,-0.08919900775531442,-2.4393240851835234
Cr3Gd1,Gd1Cr3,L12,Cr,Gd,4.67776,3.817515550153871,-0.860244449846129,-18.390093759537233
Cr3Ge1,Ge1Cr3,L12,Cr,Ge,3.662,3.5773324450652493,-0.08466755493475064,-2.3120577535431632
Cr3Hf1,Hf1Cr3,L12,Cr,Hf,3.85075,3.6624532208381395,-0.1882967791618606,-4.889872860140508
Cr3Hg1,Hg1Cr3,L12,Cr,Hg,3.7908,3.6898990412853525,-0.10090095871464744,-2.6617325818995314
Cr3Ho1,Ho1Cr3,L12,Cr,Ho,4.00793,3.73608346017792,-0.27184653982207996,-6.7827167595761395
Cr3In1,In1Cr3,L12,Cr,In,3.80861,3.7502001744532727,-0.058409825546727134,-1.533625799090144
Cr3Ir1,Ir1Cr3,L12,Cr,Ir,3.67725,3.4634949539300464,-0.21375504606995355,-5.812904917260277
Cr3La1,La1Cr3,L12,Cr,La,4.1911,3.886261328364235,-0.3048386716357645,-7.273476453335986
Cr3Lu1,Lu1Cr3,L12,Cr,Lu,3.92109,3.7756869561738235,-0.14540304382617641,-3.708230207064271
Cr3Mg1,Mg1Cr3,L12,Cr,Mg,3.72827,3.666095930153208,-0.06217406984679208,-1.6676386057552717
Cr3Mn1,Mn1Cr3,L12,Cr,Mn,3.57472,3.404465508962833,-0.17025449103716728,-4.762736411164155
Cr3Mo1,Mo1Cr3,L12,Cr,Mo,3.71994,3.538097265467968,-0.1818427345320317,-4.888324395878206
Cr3Nb1,Nb1Cr3,L12,Cr,Nb,3.79192,3.603512585418269,-0.18840741458173138,-4.968654786539045
Cr3Nd1,Nd1Cr3,L12,Cr,Nd,3.83589,3.7597640591682406,-0.07612594083175939,-1.9845704864258198
Cr3Ni1,Ni1Cr3,L12,Cr,Ni,3.5602,3.3731289409926006,-0.1870710590073994,-5.254509831116212
Cr3Os1,Os1Cr3,L12,Cr,Os,3.67673,3.4762706734778916,-0.2004593265221084,-5.452108980591678
Cr3Pb1,Pb1Cr3,L12,Cr,Pb,3.87083,3.846277700345341,-0.024552299654659215,-0.6342903112422714
Cr3Pd1,Pd1Cr3,L12,Cr,Pd,3.67949,3.4899969143469796,-0.18949308565302037,-5.149982352255893
Cr3Pr1,Pr1Cr3,L12,Cr,Pr,3.96328,3.7610825532534453,-0.20219744674655482,-5.101770421129842
Cr3Pt1,Pt1Cr3,L12,Cr,Pt,3.69275,3.502012440653998,-0.19073755934600234,-5.165190152217245
Cr3Re1,Re1Cr3,L12,Cr,Re,3.69163,3.485367345120107,-0.20626265487989315,-5.587305739738087
Cr3Rh1,Rh1Cr3,L12,Cr,Rh,3.66116,3.4440084630759493,-0.21715153692405087,-5.931222260814901
Cr3Ru1,Ru1Cr3,L12,Cr,Ru,3.65874,3.4736542378486805,-0.18508576215131933,-5.05872956677215
Cr3Sc1,Sc1Cr3,L12,Cr,Sc,3.96702,3.6930646229979995,-0.2739553770020007,-6.905822935150331
Cr3Si1,Si1Cr3,L12,Cr,Si,3.60851,3.4792075446608024,-0.1293024553391975,-3.5832644315575544
Cr3Sm1,Sm1Cr3,L12,Cr,Sm,3.82322,3.8200215349189413,-0.00319846508105881,-0.08365893359677994
Cr3Sn1,Sn1Cr3,L12,Cr,Sn,3.82061,3.766586502693194,-0.05402349730680589,-1.4140018820765765
Cr3Sr1,Sr1Cr3,L12,Cr,Sr,4.5911,3.944820125472637,-0.6462798745273628,-14.076798033747092
Cr3Ta1,Ta1Cr3,L12,Cr,Ta,3.78453,3.575034223993447,-0.20949577600655322,-5.53558238424727
Cr3Tc1,Tc1Cr3,L12,Cr,Tc,3.67662,3.4731203071052748,-0.20349969289472547,-5.534966705689613
Cr3Ti1,Ti1Cr3,L12,Cr,Ti,3.72625,3.5279184320397925,-0.19833156796020734,-5.322551303863331
Cr3Tm1,Tm1Cr3,L12,Cr,Tm,3.97692,3.7145048738601165,-0.26241512613988327,-6.598451217019282
Cr3V1,V1Cr3,L12,Cr,V,3.65431,3.4715290466314097,-0.18278095336859046,-5.001791127971914
Cr3W1,W1Cr3,L12,Cr,W,3.72782,3.549129661049799,-0.1786903389502008,-4.793427229592653
Cr3Y1,Y1Cr3,L12,Cr,Y,4.08683,3.841724344137093,-0.24510565586290678,-5.997451713501829
Cr3Zn1,Zn1Cr3,L12,Cr,Zn,3.63118,3.504705329113466,-0.12647467088653386,-3.4830184922403697
Cr3Zr1,Zr1Cr3,L12,Cr,Zr,3.86698,3.6908538830883706,-0.17612611691162927,-4.554616701188764
Cu3Ag1,Ag1Cu3,L12,Cu,Ag,3.77606,3.5953614841105566,-0.18069851588944363,-4.785371945611129
Cu3Al1,Al1Cu3,L12,Cu,Al,3.68918,3.5513001661311407,-0.13787983386885916,-3.7374113995212803
Cu3Au1,Au1Cu3,L12,Cu,Au,3.77827,3.597768265896644,-0.1805017341033559,-4.777364616699069
Cu3Ba1,Ba1Cu3,L12,Cu,Ba,4.30952,4.074984738807151,-0.23453526119284884,-5.442259490450186
Cu3Ca1,Ca1Cu3,L12,Cu,Ca,4.05743,3.906893778488423,-0.1505362215115773,-3.7101372423326415
Cu3Cd1,Cd1Cu3,L12,Cu,Cd,3.84438,3.645521522344613,-0.19885847765538722,-5.17270607108005
Cu3Ce1,Ce1Cu3,L12,Cu,Ce,4.14111,3.7417268529323864,-0.3993831470676139,-9.64435011549111
Cu3Co1,Co1Cu3,L12,Cu,Co,3.60368,3.368163337941867,-0.23551666205813326,-6.5354488205982015
Cu3Cr1,Cr1Cu3,L12,Cu,Cr,3.72756,3.4267148144372137,-0.3008451855627863,-8.070834153247333
Cu3Cu1,Cu4,L12,Cu,Cu,3.62892,3.4361320285408072,-0.1927879714591927,-5.3125439926808165
Cu3Dy1,Dy1Cu3,L12,Cu,Dy,4.08544,3.7720307574976566,-0.3134092425023436,-7.671370586824028
Cu3Er1,Er1Cu3,L12,Cu,Er,4.4095,3.639916426365502,-0.7695835736344985,-17.452853467161773
Cu3Eu1,Eu1Cu3,L12,Cu,Eu,4.15054,3.841758760302152,-0.30878123969784843,-7.439543762928399
Cu3Fe1,Fe1Cu3,L12,Cu,Fe,3.64532,3.387715754895437,-0.25760424510456303,-7.066711430123091
Cu3Ga1,Ga1Cu3,L12,Cu,Ga,3.70182,3.579213205649125,-0.12260679435087507,-3.312067965240748
Cu3Gd1,Gd1Cu3,L12,Cu,Gd,3.98793,3.82921776355831,-0.1587122364416902,-3.9798150028132437
Cu3Ge1,Ge1Cu3,L12,Cu,Ge,3.72301,3.589034658469688,-0.133975341530312,-3.5985759245962803
Cu3Hf1,Hf1Cu3,L12,Cu,Hf,3.90262,3.6741554342425773,-0.2284645657574229,-5.854133012115525
Cu3Hg1,Hg1Cu3,L12,Cu,Hg,3.86418,3.701601254689791,-0.162578745310209,-4.207328470987609
Cu3Ho1,Ho1Cu3,L12,Cu,Ho,4.06703,3.7477856735823587,-0.3192443264176412,-7.84956900779294
Cu3In1,In1Cu3,L12,Cu,In,3.87151,3.761902387857712,-0.10960761214228798,-2.831133385740654
Cu3Ir1,Ir1Cu3,L12,Cu,Ir,3.70062,3.475197167334485,-0.22542283266551477,-6.091488255090087
Cu3La1,La1Cu3,L12,Cu,La,4.21466,3.8979635417686738,-0.3166964582313265,-7.514163852631683
Cu3Lu1,Lu1Cu3,L12,Cu,Lu,4.01469,3.787389169578263,-0.22730083042173677,-5.661728064227544
Cu3Mg1,Mg1Cu3,L12,Cu,Mg,3.77932,3.6777981435576472,-0.10152185644235256,-2.6862466380817867
Cu3Mn1,Mn1Cu3,L12,Cu,Mn,3.70376,3.4161677223672715,-0.28759227763272843,-7.764873470006924
Cu3Mo1,Mo1Cu3,L12,Cu,Mo,3.7556,3.549799478872407,-0.20580052112759262,-5.479830682915982
Cu3Nb1,Nb1Cu3,L12,Cu,Nb,3.847,3.615214798822708,-0.23178520117729207,-6.0250897108732016
Cu3Nd1,Nd1Cu3,L12,Cu,Nd,4.15099,3.7714662725726797,-0.37952372742732043,-9.142968964688434
Cu3Ni1,Ni1Cu3,L12,Cu,Ni,3.59491,3.3848311543970397,-0.2100788456029603,-5.84378595299911
Cu3Os1,Os1Cu3,L12,Cu,Os,3.69501,3.4879728868823303,-0.2070371131176696,-5.603154338355501
Cu3Pb1,Pb1Cu3,L12,Cu,Pb,3.97881,3.85797991374978,-0.12083008625022007,-3.0368398151763984
Cu3Pd1,Pd1Cu3,L12,Cu,Pd,3.72003,3.5016991277514182,-0.21833087224858172,-5.869062137901623
Cu3Pr1,Pr1Cu3,L12,Cu,Pr,4.14876,3.772784766657885,-0.37597523334211536,-9.062351964011302
Cu3Pt1,Pt1Cu3,L12,Cu,Pt,3.7301,3.5137146540584374,-0.21638534594156278,-5.801060184487353
Cu3Re1,Re1Cu3,L12,Cu,Re,3.71254,3.497069558524546,-0.21547044147545424,-5.803855082381718
Cu3Rh1,Rh1Cu3,L12,Cu,Rh,3.69237,3.455710676480388,-0.23665932351961194,-6.409415186441553
Cu3Ru1,Ru1Cu3,L12,Cu,Ru,3.68917,3.4853564512531197,-0.20381354874688018,-5.524645075908136
Cu3Sc1,Sc1Cu3,L12,Cu,Sc,3.89765,3.7047668364024386,-0.1928831635975614,-4.9487040549449395
Cu3Si1,Si1Cu3,L12,Cu,Si,3.64259,3.490909758065241,-0.15168024193475915,-4.164076712854292
Cu3Sm1,Sm1Cu3,L12,Cu,Sm,4.0,3.8317237483233804,-0.16827625167661964,-4.206906291915491
Cu3Sn1,Sn1Cu3,L12,Cu,Sn,3.88621,3.778288716097633,-0.1079212839023671,-2.77703170704535
Cu3Sr1,Sr1Cu3,L12,Cu,Sr,4.20187,3.956522338877076,-0.2453476611229246,-5.839011228879632
Cu3Ta1,Ta1Cu3,L12,Cu,Ta,3.81642,3.5867364373978865,-0.22968356260211342,-6.0182988927349035
